train,valid,phys,data
50.207466848691304,37.42244338989258,50.207466848691304,31.361143553256987
31.900900093714395,31.247264671325684,31.900900093714395,24.368094046910603
23.909830768903095,26.086368370056153,23.909830768903095,19.395228718717892
21.49062054157257,24.810531107584634,21.49062054157257,15.957277690370878
17.577581985791525,16.247672049204507,17.577581985791525,13.563727827866872
15.758511010805766,16.680252456665038,15.758511010805766,12.396477786699931
13.494640791416169,18.048179562886556,13.494640791416169,10.407971212267876
17.378386306762696,13.893738079071046,17.378386306762696,11.265381609400114
12.660894600550334,21.857888094584148,12.660894600550334,9.257213038702806
12.501983674367269,12.202065817515056,12.501983674367269,9.085445640981197
15.449320475260416,11.930778630574544,15.449320475260416,8.829558797180653
11.525086764494578,9.875177049636841,11.525086764494578,8.48485238775611
10.467002920309703,11.466883118947347,10.467002920309703,7.621651403605938
13.371720707416534,10.053766759236654,13.371720707416534,7.947556357085705
11.880631482601165,8.940455436706543,11.880631482601165,7.668485424170892
15.003162384033203,9.322665373484293,15.003162384033203,7.814581395809849
10.182964591185252,13.66546843846639,10.182964591185252,7.291755385696888
11.097846347093583,9.21487210591634,11.097846347093583,7.316933432718118
12.228352415561677,11.294283326466878,12.228352415561677,7.333172015597423
10.986110071341196,8.425963195164998,10.986110071341196,7.307464164992173
10.992703060309092,13.525050417582195,10.992703060309092,6.2692713359991705
10.306931217511496,7.485140562057495,10.306931217511496,6.3443991268674536
10.501844068368277,9.225199047724406,10.501844068368277,5.809294795493285
9.749241538842519,10.879557704925537,9.749241538842519,5.894215877105792
10.302647117773692,10.716001653671265,10.302647117773692,5.518647117167712
10.1178229590257,10.551183732350667,10.1178229590257,5.436693427960078
10.017509150505067,7.519999472300212,10.017509150505067,5.508789410193761
7.258515695730845,9.501146348317464,7.258515695730845,4.38563531662027
10.190149585405985,6.621309280395508,10.190149585405985,4.469925582408905
9.568191607793173,6.742810821533203,9.568191607793173,4.672547641396522
10.09612652460734,10.231531111399333,10.09612652460734,4.31502942815423
10.804401445388795,8.703616714477539,10.804401445388795,4.159485636651516
10.788715430100758,8.030841700236003,10.788715430100758,4.305501094460487
9.681256540616353,10.150055185953777,9.681256540616353,4.2920953953017795
8.291706768671672,6.316865015029907,8.291706768671672,3.877264848599831
8.989456131060917,14.967467753092448,8.989456131060917,3.827092669531703
10.624509759744008,6.469749514261881,10.624509759744008,3.967100990563631
7.798180675506591,12.369565486907959,7.798180675506591,3.5082145746797324
