DEPTH:1,CALI,AT10,AT30,AT60,AT90,GR,Rv,Rh,Csh_pred,Rss_pred,Rvsh,Rhsh,Rv_sim,Rh_sim,Rv_err,Rh_err
9720.0,12.8824,1.5269,1.1963,1.1103,1.1101,86.3898,3.8097,0.8607,0.9841564,-4.906962,0.775,0.775,2.6906881,0.7894837,29.37270301494222,8.274227254022579
9720.25,12.8969,1.5301,1.2093,1.1268,1.1215,87.6158,3.8877,0.8783,0.98520875,-4.997638,0.775,0.775,2.697471,0.788471,30.61525057497733,10.22760064838335
9720.5,12.9115,1.5334,1.2223,1.1433,1.1328,88.8418,3.9521,0.8921,0.98602366,-5.072329,0.775,0.775,2.702792,0.78769106,31.611246445054654,11.70372640641598
9720.75,12.837,1.5219,1.2123,1.1382,1.1203,90.0982,3.9985,0.9017,0.9865823,-5.1260614,0.775,0.775,2.7064757,0.7871587,32.31272390369655,12.702813835435947
9721.0,12.7624,1.5104,1.2023,1.1331,1.1078,91.3546,4.0274,0.9076,0.98691875,-5.159509,0.775,0.775,2.7087097,0.7868389,32.74296775098389,13.305543287570593
9721.25,12.6588,1.5034,1.1971,1.1288,1.1,91.685,4.0429,0.9109,0.9870962,-5.1774807,0.775,0.775,2.7098923,0.7866705,32.971573055251966,13.638104511964128
9721.5,12.5553,1.4963,1.1919,1.1246,1.0923,92.0154,4.049,0.9125,0.9871661,-5.184625,0.775,0.775,2.7103593,0.7866042,33.061019141870126,13.796797190627005
9721.75,12.6807,1.5143,1.2071,1.1374,1.1041,93.2025,4.0484,0.9134,0.9871617,-5.184176,0.775,0.775,2.7103298,0.7866084,33.05182859791844,13.881278962046984
9722.0,12.8061,1.5322,1.2223,1.1501,1.116,94.3896,4.0416,0.9141,0.9870897,-5.176807,0.775,0.775,2.709849,0.7866767,32.95108078022562,13.939754415974685
9722.25,12.8224,1.5464,1.231,1.1555,1.1215,93.5331,4.0272,0.9151,0.9869348,-5.1610866,0.775,0.775,2.7088168,0.7868237,32.73696943934019,14.017736866179483
9722.5,12.8388,1.5605,1.2398,1.1608,1.127,92.6767,4.0035,0.9165,0.9866752,-5.135153,0.775,0.775,2.7070923,0.78707033,32.381858744692146,14.122167598726445
9722.75,12.8279,1.5829,1.2465,1.1666,1.1363,91.8913,3.9696,0.9185,0.9862949,-5.098058,0.775,0.775,2.7045784,0.7874323,31.867734792971504,14.269753623800426
9723.0,12.817,1.6053,1.2532,1.1724,1.1457,91.1058,3.9273,0.9212,0.98580605,-5.0518203,0.775,0.775,2.7013671,0.787899,31.215666238477212,14.47036285996696
9723.25,12.7516,1.6137,1.2797,1.1902,1.1661,88.951,3.8808,0.9241,0.98524845,-5.000976,0.775,0.775,2.6977317,0.78843296,30.48516457116719,14.68099169550024
9723.5,12.6861,1.622,1.3062,1.2079,1.1866,86.7962,3.8364,0.9272,0.984697,-4.9525065,0.775,0.775,2.6941643,0.7889628,29.773634758548457,14.90910467760022
9723.75,12.6062,1.6389,1.3315,1.2313,1.2116,87.3432,3.8013,0.9301,0.9842479,-4.9142976,0.775,0.775,2.691279,0.7893955,29.201090824750487,15.127888275415538
9724.0,12.5262,1.6558,1.3569,1.2547,1.2365,87.8903,3.783,0.933,0.98401284,-4.89471,0.775,0.775,2.6897755,0.7896226,28.898348746525365,15.367352106435767
9724.25,12.508,1.6689,1.3742,1.2742,1.2497,86.8035,3.7907,0.9362,0.98412514,-4.904012,0.775,0.775,2.6904933,0.7895141,29.023838730033503,15.668219996425645
9724.5,12.4898,1.682,1.3915,1.2938,1.2628,85.7167,3.8374,0.9409,0.98474854,-4.9569016,0.775,0.775,2.6944978,0.7889132,29.783243245030235,16.153343568409216
9724.75,12.4952,1.7575,1.4028,1.3236,1.2753,86.1166,3.9422,0.9483,0.9860529,-5.074836,0.775,0.775,2.7029874,0.7876632,31.43454333925579,16.93944728891143
9725.0,12.5007,1.8329,1.4142,1.3533,1.2879,86.5166,4.1302,0.9599,0.9881192,-5.285997,0.775,0.775,2.7167773,0.78570336,34.22165210700418,18.147373576998298
9725.25,12.5644,1.8724,1.4403,1.3579,1.3008,85.0745,4.4313,0.9768,0.99081284,-5.6237884,0.775,0.775,2.7354898,0.7831868,38.26890877900664,19.821171854286288
9725.5,12.628,1.9119,1.4664,1.3626,1.3137,83.6324,4.8747,0.9989,0.99371225,-6.1205506,0.775,0.775,2.7568278,0.7805292,43.446205278923614,21.861127136777338
9725.75,12.6498,1.9406,1.5253,1.4288,1.3802,84.2932,5.4781,1.025,0.9962495,-6.7956166,0.775,0.775,2.7769628,0.7782517,49.30792141234013,24.07300414108648
9726.0,12.6716,1.9694,1.5841,1.495,1.4468,84.9539,6.2288,1.0523,0.9980288,-7.6342363,0.775,0.775,2.7924066,0.7766864,55.16942976190472,26.191545151309302
9726.25,12.6298,2.0967,1.648,1.5343,1.4929,84.2313,7.0629,1.0775,0.9990355,-8.564794,0.775,0.775,2.8020258,0.77581596,60.32754541359908,27.998518445928795
9726.5,12.588,2.2239,1.7118,1.5736,1.5389,83.5087,7.8666,1.0981,0.99951553,-9.460552,0.775,0.775,2.8070538,0.7754064,64.31681025604983,29.386538545590984
9726.75,12.488,2.188,1.7113,1.5714,1.5521,81.7136,8.5219,1.1127,0.9997235,-10.190385,0.775,0.775,2.8094046,0.77523065,67.03311923881384,30.328871561658772
9727.0,12.388,2.1521,1.7107,1.5691,1.5652,79.9185,8.9688,1.1219,0.9998115,-10.687931,0.775,0.775,2.8104548,0.77515674,68.66409279470534,30.906788807032587
9727.25,12.4062,2.0487,1.6351,1.5113,1.5082,79.2577,9.2242,1.127,0.9998485,-10.97224,0.775,0.775,2.8109112,0.7751257,69.52677545381857,31.22221097125347
9727.5,12.4244,1.9452,1.5595,1.4535,1.4512,78.5969,9.3454,1.1295,0.9998634,-11.107177,0.775,0.775,2.8110983,0.7751132,69.91997841533308,31.375544490197843
9727.75,12.419,1.8229,1.5247,1.4164,1.4165,78.9539,9.3849,1.1308,0.9998679,-11.151271,0.775,0.775,2.8111556,0.77510947,70.04597217197363,31.454769199629073
9728.0,12.4135,1.7006,1.49,1.3793,1.3819,79.311,9.3677,1.1318,0.999866,-11.132446,0.775,0.775,2.8111315,0.7751111,69.99123074654443,31.51519003216085
9728.25,12.4226,1.713,1.4666,1.3613,1.3564,81.8778,9.287,1.1335,0.9998565,-11.043406,0.775,0.775,2.8110113,0.77511907,69.73176144726942,31.617197508742535
9728.5,12.4317,1.7254,1.4433,1.3432,1.3309,84.4447,9.1099,1.1367,0.9998332,-10.847878,0.775,0.775,2.8107216,0.7751385,69.14651493629478,31.807997065839704
9728.75,12.4935,1.8105,1.4827,1.3874,1.3867,83.9491,8.7933,1.1426,0.9997819,-10.498375,0.775,0.775,2.810097,0.7751815,68.04274869342301,32.15635635379983
9729.0,12.5553,1.8956,1.5221,1.4315,1.4425,83.4535,8.3133,1.1523,0.9996723,-9.968674,0.775,0.775,2.8088114,0.7752738,66.21303903188,32.71944806940552
9729.25,12.5389,1.988,1.5776,1.4645,1.4574,83.1997,7.6959,1.1663,0.9994468,-9.287708,0.775,0.775,2.806306,0.7754648,63.5350526213316,33.5106942314927
9729.5,12.5225,2.0805,1.6332,1.4975,1.4723,82.9459,7.0174,1.1847,0.99901736,-8.540074,0.775,0.775,2.801844,0.77583146,60.072906181676174,34.51241150056903
9729.75,12.4698,2.1758,1.6741,1.5312,1.486,81.463,6.3698,1.2061,0.9983014,-7.827411,0.775,0.775,2.7949262,0.7764494,56.12223042270678,35.623133877361305
9730.0,12.4171,2.2712,1.715,1.5649,1.4997,79.98,5.8213,1.2281,0.9973028,-7.224735,0.775,0.775,2.785926,0.7773215,52.14254369999968,36.70535644756137
9730.25,12.3226,2.329,1.7667,1.6027,1.5039,80.7195,5.4009,1.2483,0.9961593,-6.7636104,0.775,0.775,2.7762191,0.7783318,48.59710178743584,37.64865687763825
9730.5,12.2281,2.3867,1.8184,1.6405,1.508,81.459,5.1059,1.2646,0.9950818,-6.4405446,0.775,0.775,2.767489,0.7792939,45.79821468396529,38.376253774493016
9730.75,12.2717,2.3808,1.8041,1.6381,1.5465,81.3168,4.9164,1.2764,0.9942372,-6.233333,0.775,0.775,2.7608676,0.78005415,43.843715001370775,38.88638733846197
9731.0,12.3153,2.3749,1.7899,1.6358,1.585,81.1746,4.8064,1.2844,0.9936837,-6.1133285,0.775,0.775,2.7566187,0.7805552,42.646913736384015,39.22802953473581
9731.25,12.3481,2.3843,1.8053,1.6394,1.6034,81.8326,4.7516,1.2903,0.9933909,-6.054004,0.775,0.775,2.7543972,0.78082114,42.032217487701615,39.48530228777486
9731.5,12.3808,2.3938,1.8207,1.643,1.6218,82.4905,4.7337,1.2965,0.99329776,-6.0356507,0.775,0.775,2.753694,0.78090584,41.82787127480407,39.768157132196926
9731.75,12.3989,2.4247,1.8294,1.6547,1.6194,81.0168,4.7416,1.305,0.993353,-6.0464463,0.775,0.775,2.7541113,0.7808556,41.9159927033485,40.164322140573084
9732.0,12.4171,2.4555,1.8381,1.6664,1.6169,79.543,4.7703,1.3181,0.9935284,-6.0814,0.775,0.775,2.7554393,0.7806962,42.23761018251214,40.771093752720446
9732.25,12.4589,2.4641,1.8308,1.6611,1.6234,78.3548,4.8176,1.337,0.99380445,-6.13836,0.775,0.775,2.7575414,0.78044575,42.76109643649199,41.62709390216562
9732.5,12.5007,2.4728,1.8235,1.6558,1.6299,77.1665,4.8807,1.3615,0.9941539,-6.2141767,0.775,0.775,2.7602265,0.78012943,43.44609404156364,42.700739428701965
9732.75,12.4626,2.5349,1.8608,1.6859,1.6523,76.6508,4.9546,1.3902,0.99453825,-6.3029704,0.775,0.775,2.7632108,0.7797826,44.22938736794055,43.90860356421561
9733.0,12.4244,2.597,1.8982,1.716,1.6748,76.1352,5.0316,1.4199,0.99491173,-6.395442,0.775,0.775,2.766145,0.7794466,45.024545056820486,45.10552842681345
9733.25,12.4062,2.6046,1.9153,1.7213,1.6807,77.6236,5.1049,1.447,0.9952427,-6.4831862,0.775,0.775,2.7687755,0.77914965,45.76239567661956,46.15413603818903
9733.5,12.388,2.6122,1.9325,1.7266,1.6865,79.112,5.1726,1.4686,0.9955264,-6.5634055,0.775,0.775,2.7710536,0.7788959,46.42822656637738,46.96337228962304
9733.75,12.2753,2.4907,1.903,1.6965,1.6602,80.7043,5.2414,1.4831,0.99579155,-6.643141,0.775,0.775,2.7732043,0.7786592,47.09038946408137,47.49786093249323
9734.0,12.1627,2.3692,1.8736,1.6664,1.6339,82.2966,5.328,1.4904,0.99609524,-6.7408805,0.775,0.775,2.7756944,0.77838886,47.90363419163335,47.77315768642702
9734.25,12.2172,2.216,1.805,1.6184,1.5872,83.1866,5.4582,1.4912,0.99650455,-6.885384,0.775,0.775,2.7790997,0.7780256,49.08395253315959,47.82553466092875
9734.5,12.2717,2.0628,1.7364,1.5704,1.5404,84.0766,5.6623,1.4865,0.9970585,-7.110481,0.775,0.775,2.7838101,0.77753633,50.836053570061765,47.69348586563947
9734.75,12.3444,2.0099,1.7415,1.5732,1.5399,83.6528,5.9701,1.4771,0.99773175,-7.4493895,0.775,0.775,2.7897222,0.7769456,53.2717675715922,47.40060991314736
9735.0,12.4171,1.9569,1.7465,1.576,1.5395,83.229,6.4019,1.4644,0.9984255,-7.924948,0.775,0.775,2.796093,0.7763419,56.32401338570507,46.98566545133739
9735.25,12.4807,2.0975,1.8024,1.6342,1.5924,83.4412,6.958,1.45,0.99901664,-8.537874,0.775,0.775,2.8018382,0.7758321,59.732133377965546,46.494336785941286
9735.5,12.5443,2.238,1.8584,1.6924,1.6452,83.6535,7.6047,1.4359,0.99943155,-9.251289,0.775,0.775,2.806142,0.77547765,63.099897540322445,45.993617398051946
9735.75,12.5334,2.3703,1.9058,1.7303,1.6711,80.5977,8.2699,1.4237,0.9996768,-9.985667,0.775,0.775,2.8088636,0.7752699,66.03509546872945,45.54541507379856
9736.0,12.5225,2.5025,1.9531,1.7682,1.697,77.5418,8.8587,1.4149,0.99980396,-10.636179,0.775,0.775,2.8103633,0.775163,68.27566919870758,45.21429112576134
9736.25,12.4517,2.6019,2.0156,1.8271,1.7434,77.5969,9.2902,1.41,0.9998642,-11.113277,0.775,0.775,2.811109,0.7751125,69.74113511001356,45.02748157961148
9736.5,12.3808,2.7013,2.078,1.8861,1.7898,77.652,9.5268,1.4097,0.999889,-11.375452,0.775,0.775,2.8114254,0.7750919,70.48929916169135,45.01724576006343
9736.75,12.3808,2.823,2.1439,1.9558,1.8187,75.2166,9.5741,1.4143,0.9998934,-11.42898,0.775,0.775,2.8114822,0.7750882,70.63450150838392,45.196338044798864
9737.0,12.3808,2.9447,2.2099,2.0256,1.8476,72.7811,9.4612,1.4245,0.99988294,-11.30629,0.775,0.775,2.8113472,0.7750969,70.28551086363206,45.58814367774329
9737.25,12.3699,2.9801,2.1825,2.024,1.8834,74.3401,9.2262,1.4404,0.9998573,-11.049631,0.775,0.775,2.8110218,0.77511835,69.53218221142431,46.18728471378325
9737.5,12.359,3.0154,2.1552,2.0224,1.9193,75.8991,8.9139,1.4615,0.9998147,-10.70854,0.775,0.775,2.8104944,0.775154,68.47065344111334,46.96175199724655
9737.75,12.3953,2.9647,2.1265,2.0105,1.9426,74.4258,8.5727,1.4856,0.9997532,-10.336136,0.775,0.775,2.8097546,0.7752056,67.22439126457655,47.81868523272636
9738.0,12.4317,2.914,2.0979,1.9986,1.9659,72.9524,8.246,1.5094,0.9996754,-9.9797325,0.775,0.775,2.8088474,0.7752712,65.93684904962207,48.637128839812505
9738.25,12.4825,2.889,2.1338,1.9927,1.9338,72.3331,7.9611,1.5282,0.9995877,-9.668461,0.775,0.775,2.8078542,0.77534527,64.73032400588326,49.26414959656289
9738.5,12.5334,2.8639,2.1697,1.9869,1.9017,71.7137,7.724,1.5374,0.9994962,-9.407867,0.775,0.775,2.8068433,0.77542275,63.6607550389405,49.56271940265813
9738.75,12.5952,2.6909,2.1266,1.9792,1.8673,70.2858,7.5219,1.5331,0.9994011,-9.182829,0.775,0.775,2.8058157,0.77550364,62.69804575019199,49.415978383243484
9739.0,12.657,2.518,2.0834,1.9716,1.8328,68.8578,7.3329,1.5132,0.9992938,-8.96857,0.775,0.775,2.8046799,0.77559507,61.75210529796576,48.744708635237934
9739.25,12.5298,2.375,2.0025,1.8748,1.778,69.0347,7.1383,1.4786,0.9991611,-8.744577,0.775,0.775,2.8033044,0.7757084,60.728682826126224,47.53764524812
9739.5,12.4026,2.2319,1.9217,1.778,1.7232,69.2115,6.9324,1.4334,0.9989918,-8.505516,0.775,0.775,2.8015885,0.77585346,59.587032841312706,45.87320670666381
9739.75,12.3699,2.1844,1.9242,1.7599,1.7113,71.5732,6.7243,1.384,0.9987851,-8.26301,0.775,0.775,2.7995436,0.7760312,58.36676502898616,43.92838178342477
9740.0,12.3372,2.1368,1.9267,1.7417,1.6994,73.9349,6.5314,1.3371,0.9985556,-8.037951,0.775,0.775,2.7973268,0.77622926,57.171099562002055,41.94680559778702
9740.25,12.3753,2.1377,1.8473,1.6983,1.667,75.5298,6.3705,1.2978,0.99833137,-7.850183,0.775,0.775,2.7952073,0.77642345,56.12263932125917,40.17387468911481
9740.5,12.4135,2.1386,1.7679,1.6548,1.6345,77.1248,6.2515,1.2682,0.9981433,-7.711185,0.775,0.775,2.79346,0.7765868,55.31536603578422,38.76464508663046
9740.75,12.5171,2.1897,1.786,1.6691,1.6488,78.1859,6.177,1.2483,0.99801445,-7.623835,0.775,0.775,2.792277,0.77669895,54.79557879711792,37.779464315243146
9741.0,12.6207,2.2409,1.8041,1.6834,1.6631,79.2469,6.1474,1.2365,0.99795926,-7.588196,0.775,0.775,2.7917738,0.776747,54.58610475840936,37.18180442405913
9741.25,12.6752,2.2587,1.8314,1.6757,1.6335,78.5885,6.1673,1.2304,0.9979912,-7.6087914,0.775,0.775,2.7920647,0.7767192,54.72792523879093,36.872625769502314
9741.5,12.7297,2.2764,1.8587,1.6679,1.6039,77.9301,6.2514,1.2281,0.9981292,-7.7014556,0.775,0.775,2.7933295,0.77659905,55.31673741385641,36.76418454782377
9741.75,12.757,2.2801,1.8444,1.6581,1.6152,76.7308,6.4281,1.2284,0.99839044,-7.8973804,0.775,0.775,2.7957609,0.77637225,56.50719699475959,36.79809069563611
9742.0,12.7843,2.2838,1.8301,1.6483,1.6265,75.5315,6.7382,1.2305,0.9987644,-8.241598,0.775,0.775,2.799341,0.7760491,58.455656356836435,36.93221637457669
9742.25,12.7898,2.2587,1.83,1.6646,1.652,75.2714,7.2309,1.2341,0.99918824,-8.788567,0.775,0.775,2.8035822,0.7756852,61.22775599901416,37.145677728346165
9742.5,12.7952,2.2336,1.8298,1.6809,1.6774,75.0112,7.9543,1.2389,0.9995621,-9.591531,0.775,0.775,2.8075678,0.77536696,64.70377236395251,37.41488724222906
9742.75,12.7734,2.2201,1.8376,1.6964,1.6961,74.793,8.9372,1.2445,0.99981076,-10.682316,0.775,0.775,2.810446,0.77515733,68.55339453138522,37.71335215585784
9743.0,12.7515,2.2065,1.8453,1.712,1.7148,74.5747,10.1565,1.2501,0.9999331,-12.035124,0.775,0.775,2.812007,0.77505517,72.31322847065015,38.00054635155555
9743.25,12.7569,2.2502,1.8695,1.732,1.7332,77.2206,11.4997,1.2552,0.9999788,-13.525143,0.775,0.775,2.8126533,0.7750173,75.54150714239188,38.25547154957204
9743.5,12.7624,2.2938,1.8936,1.7521,1.7516,79.8665,12.7577,1.2594,0.9999927,-14.920513,0.775,0.775,2.812871,0.7750059,77.95158234392498,38.46229339225228
9743.75,12.8369,2.3029,1.9145,1.7737,1.7664,79.2485,13.6859,1.2628,0.99999666,-15.950138,0.775,0.775,2.8129375,0.77500266,79.44645585535002,38.62823421229355
9744.0,12.9115,2.312,1.9354,1.7952,1.7811,78.6305,14.1046,1.2659,0.99999774,-16.414967,0.775,0.775,2.8129563,0.7750018,80.05646148660436,38.77859041771624
9744.25,12.9442,2.3494,1.9374,1.8002,1.7915,79.4294,13.957,1.2693,0.9999974,-16.252182,0.775,0.775,2.81295,0.7750021,79.84559793753124,38.942557163369266
9744.5,12.9769,2.3869,1.9395,1.8052,1.8019,80.2282,13.3056,1.2739,0.99999547,-15.53128,0.775,0.775,2.812917,0.7750036,78.85914957540547,39.16291608120941
9744.75,13.0023,2.3679,1.9266,1.8018,1.7947,78.3423,12.3061,1.28,0.9999894,-14.424902,0.775,0.775,2.812817,0.7750086,77.14290395242843,39.45245165377855
9745.0,13.0278,2.3489,1.9137,1.7984,1.7874,76.4564,11.1652,1.2876,0.99997187,-13.162157,0.775,0.775,2.8125505,0.7750231,74.80967161592476,39.80870590553628
9745.25,13.0314,2.3505,1.9267,1.8053,1.7964,77.1715,10.0745,1.2961,0.99992883,-11.95527,0.775,0.775,2.8119488,0.77505875,72.0884532607562,40.2006985311403
9745.5,13.0351,2.352,1.9398,1.8122,1.8053,77.8867,9.1576,1.3044,0.9998449,-10.940973,0.775,0.775,2.8108668,0.7751287,69.30563867461831,40.57584159837037
9745.75,12.937,2.3718,1.9415,1.8184,1.8121,76.8405,8.4615,1.3111,0.99971956,-10.171028,0.775,0.775,2.8093586,0.7752339,66.79833839388102,40.87148772870982
9746.0,12.8388,2.3916,1.9431,1.8246,1.8189,75.7942,7.9785,1.3148,0.9995771,-9.63656,0.775,0.775,2.807735,0.77535427,64.80873640060067,41.0287293758224
9746.25,12.7679,2.4368,1.9765,1.8387,1.8464,75.8084,7.6732,1.3145,0.99945146,-9.298096,0.775,0.775,2.8063564,0.77546084,63.42651787971497,41.00716323533318
9746.5,12.697,2.482,2.0098,1.8528,1.8738,75.8226,7.501,1.3098,0.9993642,-9.106103,0.775,0.775,2.8054216,0.77553505,62.59936554052722,40.78981164648872
9746.75,12.7606,2.5708,2.0225,1.8567,1.8768,75.5602,7.4192,1.3006,0.99931717,-9.013229,0.775,0.775,2.8049247,0.7755751,62.19370381596121,40.36789932526681
9747.0,12.8242,2.6595,2.0353,1.8607,1.8798,75.2979,7.3918,1.2878,0.9992993,-8.979788,0.775,0.775,2.8047366,0.77559036,62.056107927334416,39.77400526753826
9747.25,12.9514,2.5654,1.9704,1.8087,1.8249,74.5154,7.3894,1.2729,0.99929595,-8.973554,0.775,0.775,2.8047016,0.77559316,62.04425844187394,39.0688065375955
9747.5,13.0787,2.4714,1.9056,1.7568,1.7701,73.733,7.3878,1.2575,0.99929297,-8.968087,0.775,0.775,2.8046703,0.77559566,62.0364610051395,38.32241232779106
9747.75,13.1496,2.4114,1.8507,1.7028,1.7048,73.5898,7.3638,1.2427,0.99927634,-8.937935,0.775,0.775,2.8044963,0.7756099,61.91509426791113,37.58671356818792
9748.0,13.2205,2.3514,1.7959,1.6488,1.6394,73.4466,7.2957,1.2285,0.9992311,-8.859047,0.775,0.775,2.8040254,0.77564853,61.56605381792241,36.8621461702936
9748.25,13.295,2.3022,1.7995,1.6587,1.6384,71.8647,7.1689,1.2144,0.9991411,-8.715121,0.775,0.775,2.8030984,0.7757255,60.89918341488529,36.122736833469354
9748.5,13.3695,2.2529,1.8031,1.6686,1.6373,70.2828,6.9878,1.1999,0.9989951,-8.510912,0.775,0.775,2.801621,0.77585053,59.90696699625639,35.340400496784156
9748.75,13.3931,2.2129,1.8106,1.6835,1.6535,70.845,6.7839,1.1854,0.99880135,-8.281433,0.775,0.775,2.7997017,0.7760172,58.730204002508465,34.5354151319488
9749.0,13.4168,2.1728,1.8181,1.6984,1.6697,71.4072,6.6106,1.1729,0.9986076,-8.08635,0.775,0.775,2.7978234,0.7761843,57.676709691893834,33.823487044945935
9749.25,13.444,2.125,1.7905,1.6846,1.6404,71.8276,6.5257,1.1654,0.99850106,-7.9904485,0.775,0.775,2.7968063,0.77627647,57.14166548494079,33.38969716572405
9749.5,13.4713,2.0772,1.7629,1.6708,1.6111,72.248,6.5729,1.1652,0.99856,-8.042716,0.775,0.775,2.7973678,0.77622545,57.44088893482324,33.38264266608959
9749.75,13.464,2.0179,1.7194,1.6208,1.5647,74.3255,6.7696,1.1732,0.9987839,-8.262657,0.775,0.775,2.7995307,0.77603227,58.64555151629916,33.85336950213032
9750.0,13.4567,1.9585,1.6759,1.5708,1.5183,76.403,7.1003,1.1878,0.99908483,-8.632705,0.775,0.775,2.802525,0.77577364,60.529484057187034,34.68819292411798
9750.25,13.3659,1.9625,1.6402,1.5275,1.4703,76.5613,7.5147,1.2057,0.9993592,-9.096317,0.775,0.775,2.8053682,0.7755393,62.66826107438308,35.67725976743221
9750.5,13.275,1.9664,1.6045,1.4843,1.4222,76.7196,7.9376,1.2231,0.99955446,-9.569231,0.775,0.775,2.8074832,0.77537346,64.63057855953254,36.60588186883291
9750.75,13.2023,2.0842,1.6683,1.527,1.4883,77.4357,8.2956,1.237,0.99967253,-9.96937,0.775,0.775,2.808814,0.7752736,66.14091748918595,37.32630387370203
9751.0,13.1296,2.1955,1.7151,1.5594,1.5382,78.1519,8.5476,1.2465,0.99973625,-10.250965,0.775,0.775,2.8095543,0.7752199,67.1304888102485,37.80826977157133
9751.25,13.1187,2.2693,1.7171,1.5654,1.5459,77.4152,8.6918,1.2519,0.999767,-10.41209,0.775,0.775,2.8099186,0.77519405,67.67161414155794,38.07859662261117
9751.5,13.1078,2.2585,1.7127,1.5714,1.5496,76.6784,8.7477,1.2542,0.999778,-10.474601,0.775,0.775,2.8100498,0.77518487,67.87670162142535,38.19288233405873
9751.75,13.006,2.1931,1.7096,1.5791,1.554,76.7954,8.7301,1.2542,0.99977463,-10.455092,0.775,0.775,2.8100097,0.7751877,67.8123994233596,38.19265897109394
9752.0,12.9042,2.1276,1.7154,1.59,1.5641,76.9125,8.6363,1.2521,0.9997557,-10.350622,0.775,0.775,2.8097837,0.7752036,67.46542272583982,38.087725770729584
9752.25,12.8715,2.1294,1.7166,1.5925,1.5768,74.8868,8.4485,1.2474,0.999713,-10.141337,0.775,0.775,2.809282,0.77523947,66.74815571476752,37.851573863969094
9752.5,12.8388,2.16,1.7149,1.5912,1.59,72.8611,8.1512,1.2398,0.99962986,-9.80999,0.775,0.775,2.8083277,0.7753097,65.54706454429136,37.46493935373488
9752.75,12.8824,2.173,1.7174,1.6078,1.5744,72.9761,7.7518,1.2289,0.99947876,-9.364683,0.775,0.775,2.8066523,0.7754376,63.793540758141646,36.899862197080076
9753.0,12.926,2.1757,1.7194,1.6247,1.5652,73.091,7.2896,1.2152,0.99922514,-8.849097,0.775,0.775,2.8039634,0.77565366,61.53474233462373,36.170699448864895
9753.25,12.9442,2.1468,1.7191,1.6411,1.5705,74.0271,6.8235,1.2001,0.99884427,-8.328852,0.775,0.775,2.800123,0.77598023,58.963538121153356,35.34036879042428
9753.5,12.9624,2.1019,1.717,1.654,1.5587,74.9632,6.4078,1.1852,0.9983491,-7.8645177,0.775,0.775,2.795372,0.7764081,56.375479739109466,34.49138742099933
9753.75,12.9769,2.0839,1.7168,1.6653,1.5455,76.4994,6.0752,1.1724,0.99780375,-7.4927945,0.775,0.775,2.7903657,0.7768827,54.06956650063588,33.73569531962963
9754.0,12.9915,2.1347,1.7226,1.6779,1.5509,78.0356,5.8342,1.1625,0.99729925,-7.223298,0.775,0.775,2.7858944,0.7773245,52.24890483835147,33.133376541958064
9754.25,13.006,2.2196,1.7595,1.6871,1.5935,75.8259,5.6758,1.1557,0.996906,-7.0460963,0.775,0.775,2.7824957,0.7776708,50.97614896444897,32.70997657818789
9754.5,13.0205,2.3122,1.8099,1.6945,1.6508,73.6161,5.5821,1.1516,0.99664706,-6.9412565,0.775,0.775,2.7802944,0.77789944,50.192679845668096,32.45055191878768
9754.75,13.006,2.4402,1.8564,1.7033,1.6836,73.9879,5.534,1.1496,0.996506,-6.887463,0.775,0.775,2.7791061,0.7780244,49.78124069142178,32.32216636754608
9755.0,12.9915,2.5545,1.8987,1.7153,1.7178,74.3597,5.517,1.1492,0.99645483,-6.868525,0.775,0.775,2.7786772,0.7780696,49.634271794219416,32.294673219276476
9755.25,12.9587,2.6084,1.9243,1.7379,1.7508,74.0107,5.5241,1.1504,0.99647695,-6.876682,0.775,0.775,2.7788627,0.77805007,49.695647892553424,32.36699712790435
9755.5,12.926,2.5942,1.9303,1.7651,1.7532,73.6616,5.5567,1.1536,0.9965752,-6.9135838,0.775,0.775,2.7796881,0.7779631,49.975918802737134,32.56214442927695
9755.75,12.9187,2.5508,1.9186,1.7802,1.7427,76.4907,5.6233,1.1597,0.9967673,-6.9888654,0.775,0.775,2.7813134,0.77779317,50.539480032329045,32.931519442820864
9756.0,12.9115,2.55,1.9011,1.7651,1.7513,79.3198,5.7358,1.1699,0.99706763,-7.116006,0.775,0.775,2.7838843,0.7775283,51.46476015759801,33.53891050686173
9756.25,12.9551,2.5388,1.8964,1.749,1.7578,77.9063,5.905,1.1848,0.99746764,-7.307121,0.775,0.775,2.787372,0.7771768,52.79640792084387,34.40438914669277
9756.5,12.9987,2.5173,1.8987,1.7362,1.7609,76.4929,6.1349,1.2043,0.9979249,-7.566618,0.775,0.775,2.7914615,0.7767769,54.49866391069259,35.499716862228176
9756.75,13.0169,2.6226,2.0018,1.9141,1.8799,75.7485,6.4187,1.2273,0.9983771,-7.8866982,0.775,0.775,2.7956352,0.7763838,56.44546055449434,36.74050214325003
9757.0,13.0351,2.7431,2.107,2.0636,1.977,75.004,6.74,1.2515,0.998771,-8.24863,0.775,0.775,2.7994053,0.77604336,58.465796196142364,37.990942431886914
9757.25,13.0169,2.8899,2.1986,2.1003,1.9914,75.1475,7.0831,1.275,0.9990865,-8.634558,0.775,0.775,2.8025427,0.7757722,60.4333881144922,39.15512047561944
9757.5,12.9987,3.0094,2.2572,2.152,2.0209,75.291,7.4498,1.2968,0.9993343,-9.046235,0.775,0.775,2.805105,0.7755605,62.34657345254897,40.19428607051127
