DEPTH:1,Rvsh,Rhsh
9933.0,5.102545,1.3574975
9933.25,5.1430345,1.346445
9933.5,5.1982574,1.3356936
9933.75,5.2811413,1.3266481
9934.0,5.4174414,1.3204122
9934.25,5.6490526,1.3175864
9934.5,6.0357056,1.3181674
9934.75,6.656274,1.3218493
9935.0,7.6074724,1.328325
9935.25,8.98491,1.3370872
9935.5,10.805926,1.3485368
9935.75,12.805533,1.3641948
9936.0,14.181269,1.3880249
9936.25,13.911873,1.4263129
9936.5,11.948237,1.4872984
9936.75,9.383975,1.5797591
9937.0,7.166778,1.7108746
9937.25,5.5698476,1.8823375
9937.5,4.5110006,2.086618
9937.75,3.8400083,2.3037345
9938.0,3.4359062,2.5064714
9938.25,3.2192192,2.6743402
9938.5,3.1448479,2.8056366
9938.75,3.1957533,2.9178395
9939.0,3.3794525,3.0374687
9939.25,3.727011,3.1883292
9939.5,4.2937493,3.3850849
9939.75,5.155537,3.627931
9940.0,6.388942,3.8997874
9940.25,8.005695,4.165394
9940.5,9.829605,4.377448
9940.75,11.403773,4.4869533
9941.0,12.143208,4.4532595
9941.25,11.744136,4.254386
9941.5,10.428853,3.9042814
9941.75,8.737748,3.4614794
9942.0,7.144659,3.0071206
9942.25,5.8751802,2.6069872
9942.5,4.959479,2.2920191
9942.75,4.34223,2.0643268
9943.0,3.9533799,1.9108567
9943.25,3.7352042,1.814334
9943.5,3.649017,1.757884
9943.75,3.675276,1.7272444
9944.0,3.8114784,1.711466
9944.25,4.068344,1.7034152
9944.5,4.462714,1.6984706
9944.75,5.0050116,1.694924
9945.0,5.6808033,1.6918725
9945.25,6.430556,1.6893188
9945.5,7.1515474,1.6872691
9945.75,7.7382407,1.6859304
9946.0,8.137923,1.685104
9946.25,8.3672285,1.6846893
9946.5,8.479476,1.6843817
9946.75,8.527182,1.6843791
9947.0,8.54492,1.6842773
9947.25,8.551234,1.6843776
9947.5,8.55444,1.6844779
9947.75,8.559352,1.6848792
9948.0,8.571278,1.6859839
9948.25,8.598939,1.6883929
9948.5,8.656263,1.693613
9948.75,8.762299,1.7030497
9949.0,8.938386,1.7186099
9949.25,9.201765,1.7413979
9949.5,9.556645,1.7711117
9949.75,9.985191,1.8056437
9950.0,10.441695,1.841178
9950.25,10.853401,1.8728983
9950.5,11.125401,1.8962886
9950.75,11.145946,1.9075379
9951.0,10.799079,1.9035394
9951.25,10.015352,1.8814836
9951.5,8.855698,1.8396605
9951.75,7.528674,1.7793629
9952.0,6.277417,1.706304
9952.25,5.2535634,1.6295152
9952.5,4.4937916,1.5582366
9952.75,3.9678352,1.4986978
9953.0,3.6242795,1.4523077
9953.25,3.413216,1.416458
9953.5,3.2933536,1.3851233
9953.75,3.2327216,1.3508723
9954.0,3.20837,1.3072772
9954.25,3.2049658,1.2524302
9954.5,3.2130864,1.1895461
9954.75,3.2277226,1.1256572
9955.0,3.247169,1.0685987
9955.25,3.2727273,1.0240966
9955.5,3.3096108,0.9951643
9955.75,3.3664367,0.98240364
9956.0,3.453829,0.9855126
9956.25,3.58161,1.0032855
9956.5,3.7540889,1.033412
9956.75,3.9660542,1.0725764
9957.0,4.199767,1.115758
9957.25,4.428369,1.1571319
9957.5,4.624901,1.1916763
9957.75,4.775131,1.2169824
9958.0,4.884371,1.2336512
9958.25,4.9746704,1.2445953
9958.5,5.0771947,1.2540321
9958.75,5.223015,1.2667816
9959.0,5.432276,1.2883673
9959.25,5.6989627,1.3248165
9959.5,5.972062,1.3826617
9959.75,6.152354,1.468137
9960.0,6.1388187,1.5846633
9960.25,5.910807,1.730735
9960.5,5.551405,1.896402
9960.75,5.1771708,2.0633757
9961.0,4.8660765,2.209452
9961.25,4.643179,2.3183553
9961.5,4.4983563,2.3855665
9961.75,4.406251,2.4156075
9962.0,4.3378,2.415109
9962.25,4.266645,2.3877895
9962.5,4.174344,2.3349564
9962.75,4.053983,2.2593224
9963.0,3.9116743,2.1676166
9963.25,3.7641542,2.070387
9963.5,3.631767,1.9775758
9963.75,3.5331542,1.8949084
9964.0,3.4826467,1.8215806
9964.25,3.4908688,1.7518659
9964.5,3.5670407,1.6784306
9964.75,3.7184796,1.5969547
9965.0,3.9482915,1.5094475
9965.25,4.24956,1.4229403
9965.5,4.598835,1.3456722
9965.75,4.955425,1.2834718
9966.0,5.272226,1.2381498
9966.25,5.515966,1.2084022
9966.5,5.6828337,1.1913152
9966.75,5.795884,1.1838756
9967.0,5.891796,1.1837696
9967.25,6.008853,1.1903929
9967.5,6.1806307,1.2038441
9967.75,6.4305816,1.2246237
9968.0,6.765017,1.2528319
9968.25,7.1610894,1.2871647
9968.5,7.555558,1.3256159
9968.75,7.8485017,1.3660817
9969.0,7.940201,1.4072623
9969.25,7.7900677,1.4490594
9969.5,7.446809,1.491872
9969.75,7.014352,1.5350907
9970.0,6.592819,1.5765009
9970.25,6.242946,1.6131862
9970.5,5.985978,1.6422313
9970.75,5.816203,1.6626331
9971.0,5.7159805,1.6749941
9971.25,5.6655693,1.6810247
9971.5,5.6508365,1.6817285
9971.75,5.6666718,1.6770062
9972.0,5.7187877,1.6648484
9972.25,5.8224187,1.6420398
9972.5,5.998508,1.6056659
9972.75,6.267705,1.5555246
9973.0,6.641532,1.4955333
9973.25,7.1115723,1.4324225
9973.5,7.6379375,1.3740294
9973.75,8.142552,1.3258841
9974.0,8.513072,1.2906041
9974.25,8.615598,1.2682977
9974.5,8.3254595,1.2575659
9974.75,7.5946465,1.2566025
9975.0,6.5314035,1.2641963
9975.25,5.374149,1.2792292
9975.5,4.344075,1.3003824
9975.75,3.5438092,1.3255407
9976.0,2.9736495,1.3516908
9976.25,2.5901027,1.3756201
9976.5,2.3441591,1.3950212
9976.75,2.194228,1.4086914
9977.0,2.108538,1.4172347
9977.25,2.0634384,1.4219584
9977.5,2.042793,1.4244707
9977.75,2.0365791,1.4259782
9978.0,2.0414896,1.4278867
9978.25,2.0602307,1.4317026
9978.5,2.1020226,1.4401385
9978.75,2.1830003,1.4570098
9979.0,2.327818,1.4876399
9979.25,2.5725553,1.538857
9979.5,2.97133,1.6180918
9979.75,3.607327,1.7316682
9980.0,4.6085267,1.8825926
9980.25,6.1557293,2.0660326
9980.5,8.436951,2.2654037
9980.75,11.426835,2.4491642
9981.0,14.414916,2.5779772
9981.25,15.922841,2.6181738
9981.5,15.09552,2.559355
9981.75,12.784331,2.419555
9982.0,10.306876,2.2364683
9982.25,8.314993,2.0493362
9982.5,6.902586,1.8856776
9982.75,5.963422,1.7580549
9983.0,5.3670115,1.6676807
9983.25,5.006118,1.6090369
9983.5,4.80157,1.5747939
9983.75,4.6970396,1.5573212
9984.0,4.6558495,1.5514969
9984.25,4.6590557,1.5549122
9984.5,4.7037544,1.5683705
9984.75,4.8005657,1.5957885
9985.0,4.968133,1.6424898
9985.25,5.2271,1.7136965
9985.5,5.5910983,1.8121196
9985.75,6.054613,1.9350481
9986.0,6.5774603,2.0712326
9986.25,7.073545,2.2008893
9986.5,7.4212084,2.2997155
9986.75,7.5070944,2.3472252
9987.0,7.2879114,2.3353837
9987.25,6.8206854,2.271522
9987.5,6.2312903,2.1738145
9987.75,5.6482096,2.0644543
9988.0,5.157734,1.9622208
9988.25,4.798746,1.8788652
9988.5,4.579566,1.8191079
9988.75,4.4956827,1.7822465
9989.0,4.541685,1.7647651
9989.25,4.7140665,1.7623442
9989.5,5.0093164,1.770364
9989.75,5.415512,1.7852083
9990.0,5.9039884,1.8048695
9990.25,6.4290457,1.8294508
9990.5,6.944379,1.8627721
9990.75,7.4298487,1.9115647
9991.0,7.9074974,1.9854716
9991.25,8.427839,2.094534
9991.5,9.0396805,2.245681
9991.75,9.76066,2.4390118
9992.0,10.558007,2.6625757
9992.25,11.345933,2.8909605
9992.5,12.007779,3.0900207
9992.75,12.434916,3.2290242
9993.0,12.5557785,3.290494
9993.25,12.343211,3.2711186
9993.5,11.816655,3.1784308
9993.75,11.051476,3.0289998
9994.0,10.172045,2.847731
9994.25,9.312559,2.6627462
9994.5,8.572637,2.4974425
9994.75,7.998578,2.365178
9995.0,7.592186,2.2694695
9995.25,7.3286076,2.2065
9995.5,7.1727676,2.1688392
9995.75,7.089183,2.1486528
9996.0,7.0487947,2.1389112
9996.25,7.0313573,2.1346936
9996.5,7.0242405,2.1330862
9996.75,7.019932,2.1325848
9997.0,7.012216,2.1322837
9997.25,6.990668,2.1319833
9997.5,6.9338427,2.1313837
9997.75,6.803554,2.1303866
9998.0,6.5477905,2.1293964
9998.25,6.127864,2.1299222
9998.5,5.5598116,2.1352785
9998.75,4.927415,2.1509848
9999.0,4.3393164,2.182761
9999.25,3.874288,2.2336164
9999.5,3.564301,2.2976227
9999.75,3.4091551,2.3551908
10000.0,3.3954246,2.3747802
10000.25,3.5053694,2.3288667
10000.5,3.7171423,2.2159455
10000.75,4.001277,2.0644464
10001.0,4.3163805,1.9124436
10001.25,4.6120396,1.7869613
10001.5,4.839145,1.6993535
10001.75,4.964726,1.6502247
10002.0,4.9811625,1.6353569
10002.25,4.9044914,1.6490227
10002.5,4.767088,1.6848922
10002.75,4.607032,1.7362329
10003.0,4.4606047,1.7963122
10003.25,4.357975,1.8597033
10003.5,4.3237963,1.9253013
10003.75,4.3807178,1.9979254
10004.0,4.553394,2.0874193
10004.25,4.869986,2.2054336
10004.5,5.3596573,2.3606055
10004.75,6.0416512,2.5541396
10005.0,6.902938,2.7747867
10005.25,7.872164,2.999043
10005.5,8.816135,3.1975853
10005.75,9.587929,3.348121
10006.0,10.097248,3.4440246
10006.25,10.3220415,3.4907227
10006.5,10.242366,3.4941418
10006.75,9.77243,3.4501703
10007.0,8.797186,3.3419373
10007.25,7.3528094,3.1496515
10007.5,5.7377625,2.872292
10007.75,4.312136,2.5422838
10008.0,3.2489097,2.2134607
10008.25,2.5349505,1.9322329
10008.5,2.0889785,1.7221105
10008.75,1.8347248,1.5864128
10009.0,1.7193744,1.517107
10009.25,1.7091525,1.4991266
10009.5,1.7771021,1.5073597
10009.75,1.8844393,1.5020297
10010.0,1.9660227,1.439242
10010.25,1.9494936,1.3036315
10010.5,1.8158085,1.1259377
10010.75,1.6186832,0.9535717
10011.0,1.4259658,0.81465626
10011.25,1.2733345,0.7147141
10011.5,1.1663023,0.647919
10011.75,1.0971522,0.60553175
10012.0,1.0546598,0.57921547
10012.25,1.0284028,0.5618386
10012.5,1.0099629,0.548178
10012.75,0.99392813,0.53481877
10013.0,0.9772921,0.5206559
10013.25,0.9593535,0.5060911
10013.5,0.93991137,0.49222976
10013.75,0.9177632,0.48037755
10014.0,0.88980204,0.47093654
10014.25,0.8518186,0.46370608
10014.5,0.80100685,0.4580835
10014.75,0.7391708,0.4532653
10015.0,0.6727243,0.4487487
10015.25,0.6100865,0.4442318
10015.5,0.5573705,0.44011623
10015.75,0.5170817,0.43660265
10016.0,0.48891968,0.433892
10016.25,0.4707799,0.43198436
10016.5,0.4602567,0.43088007
10016.75,0.45494503,0.43017715
10017.0,0.45334148,0.42977548
10017.25,0.45484483,0.42927313
10017.5,0.45995623,0.42856967
10017.75,0.4700786,0.42746407
10018.0,0.48711622,0.42575538
10018.25,0.51257265,0.42364442
10018.5,0.5465476,0.42163348
10018.75,0.5856338,0.42052627
10019.0,0.6226154,0.42142832
10019.25,0.648873,0.4254449
10019.5,0.660398,0.4330787
10019.75,0.66260237,0.44473118
10020.0,0.66711134,0.45999974
10020.25,0.6857516,0.47828108
10020.5,0.72724193,0.49836934
10020.75,0.79609257,0.5189584
10021.0,0.8912013,0.5381394
10021.25,1.0016441,0.5538039
10021.5,1.1055727,0.5641446
10021.75,1.1759279,0.56795794
10022.0,1.1953708,0.56484264
10022.25,1.1665076,0.5559041
10022.5,1.1070775,0.54274815
10022.75,1.0381262,0.5278849
10023.0,0.97578925,0.5141265
10023.25,0.92948765,0.5038828
10023.5,0.9042322,0.4989621
10023.75,0.90262866,0.5009712
10024.0,0.9274828,0.51101506
10024.25,0.9818017,0.530299
10024.5,1.0690925,0.55872226
10024.75,1.1908593,0.5951798
10025.0,1.3424915,0.6364574
10025.25,1.510159,0.67753315
10025.5,1.6716132,0.7131849
10025.75,1.8065093,0.73999816
10026.0,1.9078319,0.75737077
10026.25,1.9849012,0.76761264
10026.5,2.0550554,0.7732342
10026.75,2.1339295,0.776645
10027.0,2.230442,0.77915096
10027.25,2.3443935,0.7813544
10027.5,2.4668632,0.7832562
10027.75,2.5824182,0.7843547
10028.0,2.6744213,0.7844499
10028.25,2.731547,0.78304034
10028.5,2.7512906,0.78052795
10028.75,2.7393649,0.777314
10029.0,2.7061915,0.774905
10029.25,2.6634977,0.7745058
10029.5,2.6212041,0.7773207
10029.75,2.5860262,0.78355074
10030.0,2.560269,0.79209083
10030.25,2.5422285,0.801233
10030.5,2.5263934,0.8088683
10030.75,2.5038435,0.8129881
10031.0,2.462853,0.8120865
10031.25,2.3908947,0.80465704
10031.5,2.2807524,0.79009753
10031.75,2.1363351,0.7687092
10032.0,1.9734774,0.74219865
10032.25,1.8134263,0.71367913
10032.5,1.6724166,0.68576115
10032.75,1.557264,0.66015226
10033.0,1.4655629,0.6364505
10033.25,1.3894964,0.6124465
10033.5,1.3195437,0.5859309
10033.75,1.24909,0.55559796
10034.0,1.1774337,0.52265346
10034.25,1.108283,0.4901107
10034.5,1.0472499,0.46128416
10034.75,0.99834317,0.43808234
10035.0,0.96276563,0.42120826
10035.25,0.93931454,0.41005927
10035.5,0.9254844,0.40332967
10035.75,0.91846913,0.3995129
10036.0,0.9159638,0.39740342
10036.25,0.91646487,0.39579618
10036.5,0.9192711,0.39428926
10036.75,0.9239816,0.39238042
10037.0,0.9301955,0.39006966
10037.25,0.9374116,0.3874575
10037.5,0.94472784,0.3849457
10037.75,0.95114195,0.38283592
10038.0,0.9559528,0.3814292
10038.25,0.9585585,0.38102722
10038.5,0.95865864,0.38203186
10038.75,0.9559526,0.38474423
10039.0,0.9502397,0.38966668
10039.25,0.9415201,0.39720118
10039.5,0.93029475,0.40724713
10039.75,0.91786665,0.41910118
10040.0,0.9054386,0.43155807
10040.25,0.89401275,0.4432112
10040.5,0.883489,0.45285535
10040.75,0.8722637,0.46008855
10041.0,0.8573306,0.46511203
10041.25,0.8348808,0.46893054
10041.5,0.8020082,0.47244823
10041.75,0.7592137,0.47636837
10042.0,0.71040577,0.48089147
10042.25,0.66169804,0.4859168
10042.5,0.6186027,0.49064052
10042.75,0.58402616,0.4941584
10043.0,0.5586703,0.49536526
10043.25,0.5410315,0.49335724
10043.5,0.5291054,0.48753154
10043.75,0.52048695,0.4780895
10044.0,0.51377285,0.46583456
10044.25,0.50786054,0.45237428
10044.5,0.50275,0.4395166
10044.75,0.49864155,0.4285674
10045.0,0.49563533,0.42033046
10045.25,0.49413234,0.41490608
10045.5,0.4947338,0.41169155
10045.75,0.4986425,0.41058636
10046.0,0.5077626,0.41098768
10046.25,0.5256018,0.4130962
10046.5,0.5565699,0.4170121
10046.75,0.6067803,0.42293596
10047.0,0.6829478,0.43066657
10047.25,0.79158705,0.43990213
10047.5,0.93450177,0.44943702
10047.75,1.1010686,0.45846844
10048.0,1.2594175,0.46629477
10048.25,1.3610415,0.47271812
10048.5,1.3689587,0.47814208
10048.75,1.2851735,0.48296863
10049.0,1.146768,0.4874968
10049.25,0.9963358,0.4914229
10049.5,0.86213964,0.49454445
10049.75,0.7556047,0.4963587
10050.0,0.6772316,0.4968654
10050.25,0.6226113,0.4959643
10050.5,0.5860307,0.49375647
10050.75,0.56117606,0.48953885
10051.0,0.5421345,0.4818051
10051.25,0.5235943,0.46864676
10051.5,0.50174725,0.4488588
10051.75,0.4750899,0.42274255
10052.0,0.44542608,0.39311057
10052.25,0.4158625,0.36377996
10052.5,0.3898064,0.33796507
10052.75,0.36906177,0.3176747
10053.0,0.35412967,0.3031099
10053.25,0.34430856,0.293467
10053.5,0.33849597,0.28784192
10053.75,0.33528915,0.28482854
10054.0,0.3336857,0.2833218
10054.25,0.3327837,0.28281963
10054.5,0.3319819,0.28281963
10054.75,0.3309797,0.28302062
10055.0,0.32947642,0.28362346
10055.25,0.32737166,0.28442714
10055.5,0.32466567,0.28543186
10055.75,0.32175916,0.28663743
10056.0,0.3190531,0.28794348
10056.25,0.31704855,0.28934997
10056.5,0.31644723,0.2910577
10056.75,0.31825104,0.2935689
10057.0,0.3240636,0.2979885
10057.25,0.3360898,0.30562222
10057.5,0.35763654,0.31847894
10057.75,0.39311373,0.33846718
10058.0,0.44813347,0.36689222
10058.25,0.52870905,0.40445703
10058.5,0.6390501,0.44965464
10058.75,0.77464646,0.49856758
10059.0,0.915254,0.5455716
10059.25,1.0276998,0.58594733
10059.5,1.0879309,0.61748606
10059.75,1.0987535,0.64099157
10060.0,1.0809132,0.6580696
10060.25,1.0541536,0.6705272
10060.5,1.03,0.67896664
10060.75,1.0122602,0.68378925
10061.0,1.0002339,0.6846942
10061.25,0.9917154,0.680576
10061.5,0.9832974,0.66892403
10061.75,0.97207373,0.64712626
10062.0,0.9557397,0.61357594
10062.25,0.9334929,0.5699806
10062.5,0.90653604,0.5215638
10062.75,0.87777513,0.47495526
10063.0,0.8506176,0.4351775
10063.25,0.8277688,0.40444016
10063.5,0.81053185,0.38304466
10063.75,0.79870665,0.3694842
10064.0,0.7913909,0.362252
10064.25,0.7869813,0.3598414
10064.5,0.784175,0.3608461
10064.75,0.7820701,0.3646633
10065.0,0.7800654,0.37059027
10065.25,0.7779604,0.3777225
10065.5,0.7759556,0.38515615
10065.75,0.77415127,0.39198703
10066.0,0.7724471,0.39741158
10066.25,0.77034223,0.40122896
10066.5,0.76653385,0.4034391
10066.75,0.7586163,0.40404224
10067.0,0.7427814,0.40333998
10067.25,0.71512055,0.40113157
10067.5,0.6736292,0.3973167
10067.75,0.6209132,0.39169437
10068.0,0.56368744,0.38486677
10068.25,0.5100696,0.37743628
10068.5,0.46567202,0.37050754
10068.75,0.43279976,0.36488402
10069.0,0.41115224,0.36126888
10069.25,0.39912575,0.35976285
10069.5,0.39451554,0.36006445
10069.75,0.39481616,0.36157125
10070.0,0.39782274,0.3636806
10070.25,0.40173113,0.36589032
10070.5,0.4053391,0.36769825
10070.75,0.40814528,0.36890352
10071.0,0.40994915,0.36960655
10071.25,0.41115183,0.36980736
10071.5,0.41205376,0.36940557
10071.75,0.41315633,0.36840093
10072.0,0.4145595,0.3665927
10072.25,0.41666427,0.36408132
10072.5,0.41927013,0.36086673
10072.75,0.42227697,0.35735065
10073.0,0.4252839,0.3538347
10073.25,0.42788965,0.3507204
10073.5,0.43009472,0.34840995
10073.75,0.43159813,0.34680253
10074.0,0.4325002,0.3457979
10074.25,0.4329011,0.3452956
10074.5,0.43300134,0.34519523
10074.75,0.43270054,0.3454966
10075.0,0.4319991,0.3461998
10075.25,0.430696,0.34760618
10075.5,0.42849112,0.34991682
10075.75,0.42548436,0.3532319
10076.0,0.4215755,0.357652
10076.25,0.41746598,0.36287582
10076.5,0.41385782,0.36840093
10076.75,0.41165262,0.37422734
10077.0,0.41175255,0.3802545
10077.25,0.41525987,0.387286
10077.5,0.42317683,0.39622587
10077.75,0.43630517,0.4080786
10078.0,0.45484525,0.42304498
10078.25,0.47829598,0.44062293
10078.5,0.5051542,0.45920527
10078.75,0.53331536,0.47628057
10079.0,0.5608754,0.4895389
10079.25,0.5869325,0.49807596
10079.5,0.6113861,0.5017913
10079.75,0.63433677,0.50209135
10080.0,0.65518296,0.5004829
10080.25,0.6726213,0.49817145
10080.5,0.68494874,0.4956594
10080.75,0.69016045,0.49294698
10081.0,0.6865526,0.48943138
10081.25,0.6721212,0.48430902
10081.5,0.6463646,0.47667605
10081.75,0.61088693,0.46633136
10082.0,0.5698973,0.45367658
10082.25,0.52910817,0.44011784
10082.5,0.49332982,0.42726183
10082.75,0.46506816,0.41641456
10083.0,0.44472373,0.40827906
10083.25,0.43149483,0.4026544
10083.5,0.42357755,0.3993399
10083.75,0.4193684,0.39753193
10084.0,0.41736394,0.39662802
10084.25,0.41656223,0.39622617
10084.5,0.41636184,0.39602536
10084.75,0.4168629,0.39582443
10085.0,0.418266,0.39552295
10085.25,0.42157346,0.39471918
10085.5,0.42858896,0.3930111
10085.75,0.44171813,0.3899967
10086.0,0.46436822,0.38517374
10086.25,0.50024784,0.37834084
10086.5,0.5535659,0.36989987
10086.75,0.62722886,0.36085486
10087.0,0.7206354,0.3521102
10087.25,0.8267699,0.34467077
10087.5,0.9313008,0.33903944
10087.75,1.0172906,0.33521748
10088.0,1.0741162,0.3329038
10088.25,1.1001736,0.33169687
10088.5,1.0987704,0.33119464
10088.75,1.0729135,0.3311962
10089.0,1.0249078,0.3313998
10089.25,0.9598642,0.33190566
10089.5,0.8862016,0.33251262
10089.75,0.8144433,0.33321983
10090.0,0.75240636,0.3339265
10090.25,0.70409995,0.3345319
10090.5,0.66992444,0.33503616
10090.75,0.6478757,0.33533877
10091.0,0.6351477,0.33554035
10091.25,0.6293349,0.33544016
10091.5,0.62853307,0.33503842
10091.75,0.6317402,0.3343351
10092.0,0.6390565,0.33302873
10092.25,0.6503815,0.3313204
10092.5,0.66561526,0.32910967
10092.75,0.68355495,0.32659727
10093.0,0.7024969,0.32408494
10093.25,0.72003573,0.3219744
10093.5,0.7343673,0.32026595
10093.75,0.7445899,0.31916046
10094.0,0.7510042,0.31845683
10094.25,0.7546122,0.3180548
10094.5,0.75661665,0.31795424
10094.75,0.75822014,0.31805462
10095.0,0.7607258,0.31855673
10095.25,0.7660373,0.31966138
10095.5,0.77686113,0.32197118
10095.75,0.7971054,0.32628953
10096.0,0.8315811,0.33352017
10096.25,0.8855997,0.34436613
10096.5,0.9633705,0.3589273
10096.75,1.0660962,0.37660128
10097.0,1.1878637,0.39537913
10097.25,1.3107338,0.41244918
10097.5,1.4052415,0.4242972
10097.75,1.4402183,0.4286148
10098.0,1.4011325,0.424398
10098.25,1.2997094,0.41265064
10098.5,1.1656145,0.39618397
10098.75,1.0282123,0.37841153
10099.0,0.90584344,0.362346
10099.25,0.80572325,0.3499959
10099.5,0.7277516,0.3418637
10099.75,0.66902226,0.3376479
10100.0,0.6263282,0.3364449
10100.25,0.5963621,0.33694887
10100.5,0.57671875,0.3381554
10100.75,0.56529355,0.33936155
10101.0,0.560583,0.3402658
10101.25,0.56278783,0.34106928
10101.5,0.5733109,0.3417719
10101.75,0.59596086,0.34287566
10102.0,0.6366505,0.3444805
10102.25,0.7038987,0.34668678
10102.5,0.8091308,0.34959394
10102.75,0.9652749,0.35300052
10103.0,1.1814516,0.3565042
10103.25,1.4433291,0.3599049
10103.5,1.6829574,0.3633067
10103.75,1.7820759,0.3667165
10104.0,1.6746386,0.37074065
10104.25,1.4306,0.3755762
10104.5,1.1684215,0.38141727
10104.75,0.9546496,0.38785827
10105.0,0.80281436,0.39409488
10105.25,0.7046977,0.39892226
10105.5,0.6487742,0.4010349
10105.75,0.6269261,0.39942884
10106.0,0.63474375,0.3936022
10106.25,0.6717258,0.38365525
10106.5,0.73987675,0.3707934
10106.75,0.8417022,0.3568247
10107.0,0.9758989,0.3436578
10107.25,1.1313424,0.33269972
10107.5,1.2813739,0.32455456
10107.75,1.3876083,0.3194254
10108.0,1.4152696,0.3168121
10108.25,1.3523309,0.31651428
10108.5,1.2175333,0.31802866
10108.75,1.0507653,0.32105166
10109.0,0.8911128,0.3253802
10109.25,0.7608252,0.33061105
10109.5,0.6655146,0.33584
10109.75,0.6015734,0.34066534
