DEPTH:1,Rvsh,Rhsh
9769.75,4.1346264,1.0636266
9770.0,5.148963,1.0745187
9770.25,6.5032506,1.0842867
9770.5,8.101775,1.0921323
9770.75,9.680158,1.0974679
9771.0,10.929612,1.100813
9771.25,11.7147455,1.1026767
9771.5,12.114324,1.103559
9771.75,12.283099,1.104051
9772.0,12.339021,1.1044502
9772.25,12.338619,1.1051531
9772.5,12.28921,1.1069642
9772.75,12.160929,1.1111902
9773.0,11.89524,1.1199449
9773.25,11.426205,1.1362445
9773.5,10.723252,1.1634064
9773.75,9.832286,1.2042406
9774.0,8.870862,1.2599459
9774.25,7.9704723,1.3283048
9774.5,7.220815,1.4034855
9774.75,6.654361,1.4765468
9775.0,6.2617927,1.5383476
9775.25,6.013743,1.5833645
9775.5,5.876539,1.6104943
9775.75,5.8229184,1.6218488
9776.0,5.837953,1.6196382
9776.25,5.920536,1.6048666
9776.5,6.0802903,1.5772331
9776.75,6.3307447,1.5376406
9777.0,6.6790147,1.4893031
9777.25,7.115279,1.4377463
9777.5,7.605063,1.3895009
9777.75,8.090736,1.3494934
9778.0,8.509863,1.3209412
9778.25,8.819547,1.3046501
9778.5,9.011571,1.3011236
9778.75,9.104674,1.3108625
9779.0,9.127325,1.3349698
9779.25,9.104972,1.3746498
9779.5,9.056262,1.4296002
9779.75,8.995226,1.4970076
9780.0,8.933183,1.5702415
9780.25,8.87906,1.6406617
9780.5,8.838768,1.6995294
9780.75,8.815014,1.7420226
9781.0,8.809097,1.76794
9781.25,8.821727,1.7800936
9781.5,8.853595,1.7826035
9781.75,8.904408,1.778582
9782.0,8.970654,1.770442
9782.25,9.043616,1.7591869
9782.5,9.10846,1.7450197
9782.75,9.144139,1.72563
9783.0,9.125601,1.696701
9783.25,9.027688,1.6523062
9783.5,8.834164,1.5880268
9783.75,8.548037,1.5043662
9784.0,8.197068,1.4092569
9784.25,7.825755,1.3142495
9784.5,7.4776917,1.2301897
9784.75,7.1785355,1.1638072
9785.0,6.92578,1.1171111
9785.25,6.686454,1.089098
9785.5,6.4030285,1.077763
9785.75,6.0145717,1.0816023
9786.0,5.4957266,1.1000142
9786.25,4.8848767,1.1329973
9786.5,4.2666116,1.1797425
9786.75,3.7205033,1.2375338
9787.0,3.287946,1.3007433
9787.25,2.9735494,1.3617358
9787.5,2.7613785,1.4132802
9787.75,2.6293852,1.4512589
9788.0,2.5564227,1.4763763
9788.25,2.5265563,1.4923499
9788.5,2.5303638,1.5043037
9788.75,2.5651395,1.5166574
9789.0,2.6324873,1.5322237
9789.25,2.7328074,1.5508018
9789.5,2.8582835,1.5677714
9789.75,2.9852629,1.5745951
9790.0,3.07376,1.5607278
9790.25,3.084485,1.5199429
9790.5,3.0062165,1.4555571
9790.75,2.8681161,1.3790197
9791.0,2.719993,1.304693
9791.25,2.606947,1.2431217
9791.5,2.5602467,1.1992266
9791.75,2.604345,1.1736085
9792.0,2.7678065,1.1643577
9792.25,3.0953286,1.1683571
9792.5,3.6622784,1.1820873
9792.75,4.592729,1.2019246
9793.0,6.076099,1.2240407
9793.25,8.35232,1.2454097
9793.5,11.58144,1.2646148
9793.75,15.543981,1.2824726
9794.0,19.474947,1.3026426
9794.25,22.582603,1.3307955
9794.5,24.742567,1.3734667
9794.75,26.369646,1.4364586
9795.0,27.893305,1.5231643
9795.25,29.50816,1.632065
9795.5,31.159792,1.7549269
9795.75,32.575214,1.8766959
9796.0,33.271942,1.979018
9796.25,32.584126,2.0455558
9796.5,29.90772,2.066501
9796.75,25.316797,2.0384328
9797.0,19.89534,1.9638004
9797.25,14.980708,1.8527758
9797.5,11.246877,1.7224979
9797.75,8.68744,1.5926561
9798.0,7.0303907,1.4787358
9798.25,6.0039315,1.389089
9798.5,5.4124303,1.3248327
9798.75,5.1330156,1.2826581
9799.0,5.095134,1.2574465
9799.25,5.262003,1.2434742
9799.5,5.613879,1.2364228
9799.75,6.1304193,1.2329783
9800.0,6.7709317,1.2313347
9800.25,7.4633603,1.2311953
9800.5,8.117903,1.2327657
9800.75,8.670621,1.2375562
9801.0,9.123421,1.2480783
9801.25,9.544547,1.2681451
9801.5,10.035329,1.3016682
9801.75,10.694779,1.3526615
9802.0,11.596065,1.4226264
9802.25,12.764936,1.5096529
9802.5,14.153497,1.6064112
9802.75,15.623532,1.7015579
9803.0,16.97541,1.7833506
9803.25,18.035143,1.8442652
9803.5,18.736792,1.8835034
9803.75,19.125748,1.9060833
9804.0,19.293417,1.9191325
9804.25,19.313261,1.9294782
9804.5,19.214441,1.9434464
9804.75,18.98974,1.9665632
9805.0,18.620626,2.0042543
9805.25,18.107489,2.0603356
9805.5,17.489225,2.1355088
9805.75,16.839384,2.2259543
9806.0,16.242666,2.322623
9806.25,15.769414,2.4125552
9806.5,15.463737,2.4829895
9806.75,15.345373,2.5253875
9807.0,15.416127,2.5379398
9807.25,15.662275,2.524667
9807.5,16.046625,2.4931028
9807.75,16.486797,2.4518926
9808.0,16.821436,2.4085782
9808.25,16.783354,2.368198
9808.5,16.046032,2.3323777
9808.75,14.432474,2.29932
9809.0,12.165173,2.2655954
9809.25,9.780616,2.2283611
9809.5,7.7368097,2.1868894
9809.75,6.201826,2.14358
9810.0,5.13688,2.1024542
9810.25,4.4340315,2.067335
9810.5,3.9886506,2.0405395
9810.75,3.7192576,2.022272
9811.0,3.56592,2.0112312
9811.25,3.485743,2.00551
9811.5,3.4495633,2.0036032
9811.75,3.4409447,2.0054116
9812.0,3.4556763,2.0128446
9812.25,3.5024798,2.031024
9812.5,3.6039011,2.0691903
9812.75,3.7986264,2.1409028
9813.0,4.147188,2.265043
9813.25,4.7448955,2.4644082
9813.5,5.749094,2.7650068
9813.75,7.432082,3.1899288
9814.0,10.274422,3.7462776
9814.25,15.088906,4.403269
9814.5,23.04281,5.0773616
9814.75,35.048058,5.6573024
9815.0,49.856094,6.0652103
9815.25,62.604103,6.292319
9815.5,67.74353,6.370684
9815.75,63.11384,6.32393
9816.0,50.742146,6.1440167
9816.25,36.01839,5.806319
9816.5,23.866117,5.3107686
9816.75,15.71126,4.7124276
9817.0,10.735018,4.1042647
9817.25,7.784239,3.568415
9817.5,6.035705,3.145808
9817.75,4.999035,2.840791
9818.0,4.3992233,2.6383114
9818.25,4.0855374,2.5187902
9818.5,3.9818122,2.4656565
9818.75,4.0618887,2.4693687
9819.0,4.342003,2.5293236
9819.25,4.883892,2.6537542
9819.5,5.809322,2.8586257
9819.75,7.3301597,3.1648211
9820.0,9.789761,3.5930135
9820.25,13.676604,4.1520157
9820.5,19.470448,4.8210073
9820.75,27.095726,5.533389
9821.0,35.228127,6.184569
9821.25,41.78787,6.6739087
9821.5,45.708202,6.9447074
9821.75,47.417667,6.976858
9822.0,47.767754,6.755339
9822.25,47.30005,6.2709827
9822.5,46.23123,5.565961
9822.75,44.654396,4.7585106
9823.0,42.66154,3.9900582
9823.25,40.313095,3.3539221
9823.5,37.501823,2.8759239
9823.75,33.870827,2.5395124
9824.0,29.05282,2.3127592
9824.25,23.266466,2.1629088
9824.5,17.505766,2.0613742
9824.75,12.765012,1.9869047
9825.0,9.368123,1.9256194
9825.25,7.1185627,1.8716019
9825.5,5.6845036,1.8244698
9825.75,4.7893314,1.7856454
9826.0,4.2433286,1.7564442
9826.25,3.924927,1.7363716
9826.5,3.7581599,1.7233223
9826.75,3.6992307,1.7140837
9827.0,3.7298982,1.7053428
9827.25,3.8551762,1.6936833
9827.5,4.1008177,1.6763912
9827.75,4.510924,1.652159
9828.0,5.1431203,1.621184
9828.25,6.0510254,1.5851706
9828.5,7.2311287,1.5457263
9828.75,8.514865,1.5039659
9829.0,9.499238,1.4598117
9829.25,9.765628,1.4129858
9829.5,9.295094,1.364594
9829.75,8.45434,1.3172276
9830.0,7.607074,1.2744825
9830.25,6.9262733,1.2392619
9830.5,6.4408045,1.213071
9830.75,6.1127815,1.1956104
9831.0,5.8761606,1.1853776
9831.25,5.6489606,1.1807697
9831.5,5.3409805,1.1803854
9831.75,4.884674,1.1834246
9832.0,4.282446,1.189988
9832.25,3.6190817,1.2000707
9832.5,3.0040245,1.2132648
9832.75,2.5054238,1.2285618
9833.0,2.1379125,1.244052
9833.25,1.8845528,1.2581301
9833.5,1.7194881,1.2691892
9833.75,1.6183646,1.2764275
9834.0,1.5615389,1.2798461
9834.25,1.5342791,1.2788429
9834.5,1.5270635,1.2726153
9834.75,1.5348816,1.2593552
9835.0,1.5561297,1.2376559
9835.25,1.5906074,1.2073172
9835.5,1.6375129,1.1702476
9835.75,1.6944406,1.1304651
9836.0,1.7568803,1.0922894
9836.25,1.8203222,1.0586338
9836.5,1.8830624,1.0305037
9836.75,1.948107,1.00609
9837.0,2.0231738,0.983082
9837.25,2.1173828,0.95906854
9837.5,2.2372487,0.9334461
9837.75,2.3832724,0.9075212
9838.0,2.5486383,0.88370454
9838.25,2.722623,0.8644077
9838.5,2.8982112,0.851138
9838.75,3.0805135,0.8446986
9839.0,3.289274,0.84488803
9839.25,3.553857,0.8510005
9839.5,3.9026258,0.8618298
9839.75,4.3512144,0.8755665
9840.0,4.8873963,0.8902024
9840.25,5.45655,0.9036311
9840.5,5.9601617,0.9144516
9840.75,6.2801666,0.92196727
9841.0,6.319051,0.9262848
9841.25,6.0384326,0.9280082
9841.5,5.484912,0.92793924
9841.75,4.784367,0.9263712
9842.0,4.0837216,0.9239998
9842.25,3.484801,0.9211205
9842.5,3.0252872,0.9182334
9842.75,2.698066,0.91574067
9843.0,2.4773798,0.91374403
9843.25,2.3323593,0.9124462
9843.5,2.233742,0.91174865
9843.75,2.1554692,0.91165257
9844.0,2.0777986,0.91195834
9844.25,1.9907062,0.9126663
9844.5,1.8949949,0.9136763
9844.75,1.8001857,0.9147866
9845.0,1.7185055,0.9160971
9845.25,1.6611787,0.9173058
9845.5,1.6373262,0.9184121
9845.75,1.6552657,0.91971695
9846.0,1.7246186,0.9211195
9846.25,1.8579125,0.9229201
9846.5,2.0700805,0.92521846
9846.75,2.3747523,0.9278132
9847.0,2.7740324,0.93070364
9847.25,3.241564,0.9342936
9847.5,3.7120016,0.93908876
9847.75,4.0987535,0.9459985
9848.0,4.340185,0.95633125
9848.25,4.4272766,0.97099245
9848.5,4.387889,0.9900807
9848.75,4.256097,1.0125893
9849.0,4.05846,1.0362072
9849.25,3.8169258,1.0578182
9849.5,3.5543458,1.074207
9849.75,3.2959762,1.0834631
9850.0,3.0642648,1.0849831
9850.25,2.8746464,1.0799712
9850.5,2.7346382,1.0704359
9850.75,2.646444,1.0578843
9851.0,2.6105661,1.0426176
9851.25,2.6293085,1.0234299
9851.5,2.707883,0.9989151
9851.75,2.8538063,0.9680679
9852.0,3.0736935,0.9324949
9852.25,3.3667421,0.8956123
9852.5,3.716416,0.86133796
9852.75,4.08533,0.83298945
9853.0,4.4229765,0.81177485
9853.25,4.6865587,0.79749584
9853.5,4.861144,0.78884685
9853.75,4.9597616,0.7842205
9854.0,5.0078683,0.78200775
9854.25,5.028213,0.78100216
9854.5,5.0358305,0.7807005
9854.75,5.038335,0.7804993
9855.0,5.0391374,0.78049916
9855.25,5.0393376,0.7804992
9855.5,5.0394382,0.7804992
9855.75,5.039738,0.7804992
9856.0,5.040741,0.7807001
9856.25,5.0437465,0.78100145
9856.5,5.051464,0.78190506
9856.75,5.0696044,0.7840137
9857.0,5.1069865,0.78833055
9857.25,5.1762385,0.79636323
9857.5,5.2909904,0.8096163
9857.75,5.4612656,0.829396
9858.0,5.68626,0.855903
9858.25,5.9452295,0.8878324
9858.5,6.1909695,0.92267555
9858.75,6.3554316,0.95671976
9859.0,6.3754725,0.987156
9859.25,6.2296495,1.0124785
9859.5,5.9545417,1.0328857
9859.75,5.622609,1.0491779
9860.0,5.304106,1.0622547
9860.25,5.0449333,1.072817
9860.5,4.8657384,1.0814661
9860.75,4.772833,1.0891055
9861.0,4.7704268,1.0976442
9861.25,4.8688426,1.1095928
9861.5,5.0889277,1.12726
9861.75,5.461348,1.1526535
9862.0,6.0200787,1.1860728
9862.25,6.787568,1.2256079
9862.5,7.747985,1.2674427
9862.75,8.813734,1.3063582
9863.0,9.812836,1.3372416
9863.25,10.531822,1.357191
9863.5,10.800814,1.3648101
9863.75,10.557277,1.3601028
9864.0,9.863346,1.3434665
9864.25,8.886192,1.3166006
9864.5,7.8360777,1.2824054
9864.75,6.8846827,1.2451909
9865.0,6.1222034,1.2098744
9865.25,5.5683827,1.1802721
9865.5,5.205683,1.1585946
9865.75,5.0072465,1.145547
9866.0,4.9534283,1.1410297
9866.25,5.04062,1.1449425
9866.5,5.2843575,1.1570836
9866.75,5.7188134,1.1776516
9867.0,6.3906956,1.2058412
9867.25,7.3428936,1.2394391
9867.5,8.577213,1.27493
9867.75,9.987924,1.3078989
9868.0,11.2929,1.3351489
9868.25,12.057888,1.3552966
9868.5,11.912865,1.3692683
9868.75,10.8623495,1.3793725
9869.0,9.332775,1.3881979
9869.25,7.8439903,1.3974235
9869.5,6.707582,1.4075327
9869.75,6.01325,1.4180188
9870.0,5.7498693,1.4277779
9870.25,5.893486,1.4355046
9870.5,6.432474,1.4405973
9870.75,7.3370686,1.4427563
9871.0,8.473376,1.4420893
9871.25,9.502747,1.4379127
9871.5,9.925078,1.4289488
9871.75,9.415756,1.4127035
9872.0,8.149264,1.3870593
9872.25,6.63232,1.3516853
9872.5,5.279538,1.3088679
9872.75,4.249268,1.2632202
9873.0,3.5310872,1.2203672
9873.25,3.058647,1.184532
9873.5,2.7660027,1.1577278
9873.75,2.6041465,1.1400571
9874.0,2.5425107,1.1300153
9874.25,2.5667646,1.125996
9874.5,2.6768076,1.1260903
9874.75,2.8844655,1.1291925
9875.0,3.208881,1.1342971
9875.25,3.6679933,1.1404996
9875.5,4.2623034,1.1467944
9875.75,4.951824,1.1525818
9876.0,5.644852,1.1571636
9876.25,6.226936,1.1605461
9876.5,6.6198015,1.1631356
9876.75,6.8107224,1.1658372
9877.0,6.8251557,1.169754
9877.25,6.6889544,1.1760902
9877.5,6.4210625,1.1861504
9877.75,6.0496435,1.2006369
9878.0,5.6229005,1.2190437
9878.25,5.198964,1.2390579
9878.5,4.825139,1.2571605
9878.75,4.526279,1.2687293
9879.0,4.305392,1.2698469
9879.25,4.151653,1.2594085
9879.5,4.049228,1.2390221
9879.75,3.983886,1.2132096
9880.0,3.9471064,1.1873953
9880.25,3.9382885,1.1662002
9880.5,3.964647,1.1532402
9880.75,4.0399127,1.1504234
9881.0,4.182226,1.1587529
9881.25,4.4104285,1.178228
9881.5,4.738049,1.2076421
9881.75,5.1642876,1.2440826
9882.0,5.6606803,1.2833315
9882.25,6.1612825,1.3203704
9882.5,6.5627666,1.3513875
9882.75,6.74166,1.3750844
9883.0,6.5886216,1.3928735
9883.25,6.0645647,1.4081717
9883.5,5.257383,1.4246916
9883.75,4.3583984,1.445134
9884.0,3.5483112,1.470494
9884.25,2.9163153,1.4997612
9884.5,2.4703302,1.5308266
9884.75,2.1829946,1.5613806
9885.0,2.0240421,1.5907216
9885.25,1.973028,1.6202576
9885.5,2.0225353,1.6534045
9885.75,2.1794794,1.6935766
9886.0,2.4634032,1.7422805
9886.25,2.903571,1.7982078
9886.5,3.5261407,1.8563348
9886.75,4.322995,1.9103336
9887.0,5.212354,1.9542822
9887.25,6.0340652,1.9852756
9887.5,6.626872,2.0030224
9887.75,6.9150076,2.0089326
9888.0,6.903983,2.0042117
9888.25,6.6262703,1.988959
9888.5,6.1310797,1.9631708
9888.75,5.5091105,1.9280465
9889.0,4.8843336,1.8871982
9889.25,4.3672967,1.8457401
9889.5,4.023941,1.8078887
9889.75,3.881529,1.7761533
9890.0,3.9506834,1.7504337
9890.25,4.23892,1.7292219
9890.5,4.745739,1.7111118
9890.75,5.440471,1.6958038
9891.0,6.23292,1.6835036
9891.25,6.980671,1.674421
9891.5,7.558446,1.6684616
9891.75,7.93227,1.6649246
9892.0,8.155062,1.6628025
9892.25,8.3089,1.6613873
9892.5,8.460437,1.6600728
9892.75,8.646846,1.6584551
9893.0,8.873045,1.6564333
9893.25,9.102551,1.653909
9893.5,9.239254,1.6507878
9893.75,9.112072,1.6462741
9894.0,8.521471,1.6393759
9894.25,7.404808,1.6283894
9894.5,5.982072,1.6117947
9894.75,4.613654,1.5887678
9895.0,3.528362,1.5601996
9895.25,2.763076,1.5283992
9895.5,2.2601683,1.49568
9895.75,1.9489838,1.4634521
9896.0,1.7761042,1.4301115
9896.25,1.7090584,1.392144
9896.5,1.7326127,1.3456331
9896.75,1.8456652,1.2890718
9897.0,2.0572357,1.2253726
9897.25,2.3815544,1.1607631
9897.5,2.825036,1.1022745
9897.75,3.364428,1.0547297
9898.0,3.9217596,1.0197407
9898.25,4.372655,0.99651057
9898.5,4.6050677,0.98263514
9898.75,4.5876303,0.975102
9899.0,4.3800726,0.97149754
9899.25,4.0900326,0.9699066
9899.5,3.8225439,0.9693188
9899.75,3.650564,0.96912783
9900.0,3.613282,0.9690295
9900.25,3.7257302,0.969023
9900.5,3.982897,0.9691092
9900.75,4.3554187,0.96908814
9901.0,4.7816586,0.96916443
9901.25,5.1799364,0.96914184
9901.5,5.484309,0.9692253
9901.75,5.67543,0.9692143
9902.0,5.775652,0.96920884
9902.25,5.820249,0.9692064
9902.5,5.837287,0.96920514
9902.75,5.8425994,0.9692048
9903.0,5.8427987,0.9692049
9903.25,5.838489,0.9693056
9903.5,5.8261623,0.9694066
9903.75,5.796898,0.9696095
9904.0,5.7364645,0.9701152
9904.25,5.6275244,0.97102535
9904.5,5.4572487,0.9724414
9904.75,5.22674,0.9745638
9905.0,4.956644,0.97719055
9905.25,4.680234,0.9803202
9905.5,4.429982,0.9833482
9905.75,4.2273345,0.98607165
9906.0,4.079008,0.9881896
9906.25,3.9807904,0.9897019
9906.5,3.9219618,0.9906094
9906.75,3.890292,0.9911135
9907.0,3.8750582,0.99131525
9907.25,3.8685439,0.99151635
9907.5,3.866339,0.9916171
9907.75,3.8664386,0.9919182
9908.0,3.8687441,0.9926215
9908.25,3.8745568,0.9942281
9908.5,3.8867834,0.99764323
9908.75,3.9092329,1.0039706
9909.0,3.9461138,1.0143151
9909.25,4.000031,1.0295806
9909.5,4.070485,1.0494664
9909.75,4.1517634,1.0727669
9910.0,4.233042,1.0968711
9910.25,4.2977834,1.1188666
9910.5,4.3229375,1.1361431
9910.75,4.276234,1.1470951
9911.0,4.1177845,1.1511221
9911.25,3.8180234,1.1483262
9911.5,3.3897798,1.1388074
9911.75,2.900301,1.1233653
9912.0,2.4350758,1.1035019
9912.25,2.0507293,1.0815244
9912.5,1.7640979,1.0603449
9912.75,1.5667638,1.0422745
9913.0,1.4423902,1.0288209
9913.25,1.376846,1.0203863
9913.5,1.3615125,1.016972
9913.75,1.395788,1.018276
9914.0,1.487891,1.0239966
9914.25,1.6564621,1.0338315
9914.5,1.9333723,1.0472765
9914.75,2.3648226,1.0631237
9915.0,3.0069382,1.0794613
9915.25,3.8956978,1.0946801
9915.5,4.972271,1.1073768
9915.75,6.0052505,1.1172633
9916.0,6.674325,1.1251614
9916.25,6.8328733,1.1318828
9916.5,6.6033673,1.1383247
9916.75,6.2047877,1.1445751
9917.0,5.798893,1.1506255
9917.25,5.4631524,1.1558678
9917.5,5.2191124,1.1600001
9917.75,5.0598617,1.1631234
9918.0,4.9680595,1.1655394
9918.25,4.9253645,1.1681535
9918.5,4.9187503,1.1718707
9918.75,4.9415,1.1781979
9919.0,4.992411,1.1882404
9919.25,5.071886,1.2028015
9919.5,5.1779184,1.2218816
9919.75,5.302592,1.2440746
9920.0,5.4324784,1.2670712
9920.25,5.551339,1.2886616
9920.5,5.644744,1.3073406
9920.75,5.704274,1.3238117
9921.0,5.7265224,1.3408873
9921.25,5.711488,1.3628875
9921.5,5.6605744,1.3946335
9921.75,5.577287,1.4401431
9922.0,5.469146,1.5009233
9922.25,5.347072,1.5743614
9922.5,5.221391,1.6533245
9922.75,5.0963116,1.7266619
9923.0,4.9658203,1.7828226
9923.25,4.815286,1.8130677
9923.5,4.629677,1.8146852
9923.75,4.404882,1.7911918
9924.0,4.154232,1.7501211
9924.25,3.9039824,1.7009128
9924.5,3.6805923,1.6524067
9924.75,3.5015004,1.6109298
9925.0,3.3725173,1.579395
9925.25,3.2906377,1.5580031
9925.5,3.2502496,1.5447457
9925.75,3.2482457,1.5372115
9926.0,3.2879333,1.5325885
9926.25,3.381841,1.528967
9926.5,3.5507133,1.5248389
9926.75,3.8213105,1.5194999
9927.0,4.2209916,1.5127469
9927.25,4.766396,1.5048807
9927.5,5.4411845,1.496103
9927.75,6.165683,1.4863185
9928.0,6.78485,1.4743297
9928.25,7.1218934,1.4589411
9928.5,7.0903254,1.4389526
9928.75,6.755288,1.4150641
9929.0,6.27503,1.3898774
9929.25,5.7987795,1.3678046
9929.5,5.4151344,1.3525575
9929.75,5.153558,1.3461432
9930.0,5.006133,1.3480601
9930.25,4.9458,1.3555976
9930.5,4.9394855,1.3652413
9930.75,4.957725,1.3739799
9931.0,4.980374,1.3803066
9931.25,4.998013,1.3841232
9931.5,5.0092373,1.3858302
9931.75,5.016654,1.3858296
9932.0,5.02377,1.3843226
9932.25,5.0337925,1.3810071
9932.5,5.0492268,1.3754814
9932.75,5.0717764,1.3675442
