DEPTH,CAL,AT10,AT30,AT60,AT90,GR,Rv,Rh,Rvsh,Rhsh,WNAME,WIDX,Csh_pred,Rss_pred,Rv_sim,Rh_sim,Rv_err,Rh_err
6292.75,10.4387,1.1217,0.8094,1.3978,1.0305,37.8765,1.4184,0.6011,2.78,0.58,AkerBP,2.0,0.42497963,0.58334297,1.516877442598343,0.5819175833044615,6.942854103098053,3.1912188813073437
6293.0,11.4565,0.9908,0.6934,1.1127,0.7013,39.1862,1.4186,0.6011,2.78,0.58,AkerBP,2.0,0.42504466,0.583381,1.5170421588420868,0.5819391195265264,6.9393880475177445,3.187636079433294
6293.25,12.3524,0.8676,0.5749,0.8996,0.6263,40.1169,1.418,0.6008,2.78,0.58,AkerBP,2.0,0.4249118,0.5832746,1.5166891431808471,0.5818786729203367,6.959742114305163,3.14935537278018
6293.5,12.9191,0.849,0.5244,0.6579,0.482,41.0475,1.4158,0.5997,2.78,0.58,AkerBP,2.0,0.4244192,0.58288676,1.5153838127851484,0.5816580386284095,7.033748607511549,3.0084978108371736
6293.75,13.4785,0.7455,0.5213,0.5982,0.466,41.9985,1.4111,0.5975,2.78,0.58,AkerBP,2.0,0.42330575,0.58206135,1.5124614095687865,0.5811869793603078,7.183148576910671,2.7302126593627114
6294.0,13.7123,0.6889,0.5356,0.5738,0.4469,42.9495,1.4051,0.5947,2.78,0.58,AkerBP,2.0,0.42182282,0.58102095,1.5086005181074142,0.5805898338871787,7.366060643898244,2.3726527850716903
6294.25,13.5185,0.6849,0.5325,0.5471,0.4345,42.4907,1.4005,0.5925,2.78,0.58,AkerBP,2.0,0.42065072,0.5802368,1.5055687689781188,0.5801371633102274,7.502232701043818,2.0865547155734463
6294.5,13.5685,0.7166,0.5402,0.5316,0.4339,42.0319,1.3983,0.5914,2.78,0.58,AkerBP,2.0,0.4200853,0.5798685,1.504111430644989,0.5799237415455789,7.567148011513185,1.940523918569687
6294.75,13.4507,0.7494,0.5625,0.5192,0.4441,41.4824,1.3977,0.5912,2.78,0.58,AkerBP,2.0,0.4199097,0.57976085,1.5036625617742538,0.5798612491497569,7.581209256224791,1.9179213210830603
6295.0,12.6231,0.7976,0.5828,0.5151,0.456,40.933,1.3976,0.5911,2.78,0.58,AkerBP,2.0,0.41989362,0.57974803,1.5036198127269744,0.57985380697125,7.585848077201951,1.9025872151497147
6295.25,12.1183,0.8111,0.5904,0.5204,0.4717,40.1903,1.3976,0.5911,2.78,0.58,AkerBP,2.0,0.41989362,0.57974803,1.5036198127269744,0.57985380697125,7.585848077201951,1.9025872151497147
6295.5,12.1015,0.8291,0.6147,0.5149,0.4932,39.4476,1.3981,0.5911,2.78,0.58,AkerBP,2.0,0.42007303,0.5798504,1.5040738987922668,0.5799132211842193,7.579851140280877,1.892535749582249
6295.75,12.0666,0.8234,0.6336,0.532,0.5142,39.5945,1.401,0.5912,2.78,0.58,AkerBP,2.0,0.42108637,0.58043325,1.5066408193111418,0.5802507334308092,7.540386817354873,1.8520410299713648
6296.0,12.152,0.7994,0.6495,0.5306,0.5345,39.7415,1.411,0.5914,2.78,0.58,AkerBP,2.0,0.4245088,0.58241147,1.5153071749210356,0.5813853384894574,7.392429122681472,1.6933820613024422
6296.25,11.9317,0.7678,0.6501,0.5363,0.5486,39.5324,1.4326,0.5918,2.78,0.58,AkerBP,2.0,0.43139008,0.5864529,1.5327273672819137,0.5836516362251642,6.989206148395478,1.3768779612767392
6296.5,12.1112,0.7435,0.6284,0.5447,0.541,39.3233,1.4614,0.5924,2.78,0.58,AkerBP,2.0,0.43951622,0.59132403,1.5532826262712478,0.5862929266254256,6.287301647136155,1.0309036756540157
6296.75,12.4747,0.7167,0.6026,0.5488,0.5368,39.5174,1.4846,0.5929,2.78,0.58,AkerBP,2.0,0.44527903,0.594825,1.5678376346826552,0.5881311902498546,5.6067381572582065,0.804319404645872
6297.0,12.1744,0.7094,0.5944,0.5476,0.5332,39.7115,1.4959,0.5931,2.78,0.58,AkerBP,2.0,0.44786882,0.59640384,1.5743684923648833,0.5889437830580665,5.245570717620382,0.7007615818468161
6297.25,12.0602,0.6925,0.5868,0.5463,0.5268,39.9017,1.4989,0.5931,2.78,0.58,AkerBP,2.0,0.44854468,0.5968132,1.576070021390915,0.5891527281585152,5.148443618047568,0.6655322612518633
6297.5,12.0648,0.686,0.5839,0.5446,0.5268,40.0919,1.4976,0.5928,2.78,0.58,AkerBP,2.0,0.44831756,0.5966571,1.5754880601167678,0.589072607657701,5.2008587150619485,0.6287773856779721
6297.75,12.077,0.6737,0.5758,0.5425,0.5261,40.5278,1.4867,0.5907,2.78,0.58,AkerBP,2.0,0.44624907,0.5952899,1.5702147340774535,0.5883683524448773,5.61745705774222,0.3947261816696661
6298.0,12.1456,0.6697,0.5616,0.5396,0.5217,40.9637,1.45,0.5838,2.78,0.58,AkerBP,2.0,0.43816516,0.5902292,1.5497104448080061,0.5857030643221958,6.8765824005521505,0.3259788150386742
6298.25,12.1061,0.6647,0.5552,0.5363,0.5176,40.616,1.3779,0.5695,2.78,0.58,AkerBP,2.0,0.4165691,0.5782077,1.4954063355922698,0.5789529578864883,8.527929137983154,1.6598696903403436
6298.5,12.0783,0.6566,0.5478,0.5327,0.5144,40.2682,1.2952,0.5523,2.78,0.58,AkerBP,2.0,0.38080296,0.56142265,1.406263442635536,0.5683549443324903,8.575003291811004,2.9069245577567133
6298.75,12.1092,0.6479,0.5396,0.5283,0.5109,41.2282,1.2374,0.5395,2.78,0.58,AkerBP,2.0,0.34915972,0.54862046,1.3277283215522764,0.5591836855629272,7.2998481939773985,3.6485052016547197
6299.0,12.1209,0.6487,0.5421,0.5279,0.5145,42.1882,1.2118,0.5337,2.78,0.58,AkerBP,2.0,0.3337486,0.5428543,1.2894986003637312,0.554711085868796,6.411833665929296,3.9368720008986466
6299.25,12.1443,0.6489,0.547,0.5335,0.521,42.2747,1.2039,0.532,2.78,0.58,AkerBP,2.0,0.32884598,0.54105496,1.2773230433464051,0.5532716933105587,6.09876595617619,3.998438592210276
6299.5,12.1457,0.6523,0.553,0.5474,0.5342,42.3612,1.1985,0.5314,2.78,0.58,AkerBP,2.0,0.32540578,0.53971213,1.2687147462368011,0.5521935171021096,5.858552043120671,3.9129689691587575
6299.75,12.1244,0.6476,0.5473,0.5373,0.5302,42.9984,1.1842,0.5304,2.78,0.58,AkerBP,2.0,0.31614855,0.53605324,1.2454737812280654,0.5492093514160182,5.174276408382494,3.5462578084498966
6300.0,12.1267,0.6417,0.5426,0.5276,0.5213,43.6356,1.1551,0.5284,2.78,0.58,AkerBP,2.0,0.29705068,0.52872765,1.1974696296453475,0.5429861741799541,3.668048623093024,2.760441744881551
6300.25,12.1413,0.6447,0.5448,0.5286,0.523,43.0236,1.1198,0.5259,2.78,0.58,AkerBP,2.0,0.27377686,0.52021706,1.13889330804348,0.5353235337041363,1.70506412247545,1.791886994511559
6300.5,12.1229,0.6523,0.5524,0.5359,0.5264,42.4117,1.0939,0.524,2.78,0.58,AkerBP,2.0,0.25688583,0.51432914,1.0963478755950926,0.529737113416968,0.2237750795404076,1.0948689727038228
6300.75,12.1686,0.6635,0.5626,0.542,0.5256,42.6291,1.0835,0.5238,2.78,0.58,AkerBP,2.0,0.25017884,0.5119707,1.0793836718797682,0.5274481081485642,0.3799103018211039,0.6964696732654065
6301.0,12.2109,0.6875,0.5838,0.554,0.544,42.8466,1.0889,0.5276,2.78,0.58,AkerBP,2.0,0.2535634,0.5125885,1.0875210845470429,0.5281536476078154,0.1266338004368718,0.10493699920686118
6301.25,12.2132,0.7111,0.5953,0.5626,0.5514,42.6675,1.12,0.5425,2.78,0.58,AkerBP,2.0,0.2731891,0.5174584,1.135560092329979,0.5331643551678311,1.3892939580338206,1.720856190261542
6301.5,12.2606,0.7318,0.6198,0.5738,0.5702,42.4883,1.1935,0.577,2.78,0.58,AkerBP,2.0,0.31794134,0.53121066,1.2461937659978866,0.5458083412503465,4.415062086123717,5.405833405485868
6301.75,12.2591,0.7517,0.6365,0.5919,0.5878,42.526,1.3033,0.6284,2.78,0.58,AkerBP,2.0,0.3726522,0.5604981,1.3876004141569136,0.5676102683865112,6.468227895105786,9.673731956315846
6302.0,12.3983,0.7706,0.648,0.6086,0.6002,42.5637,1.404,0.6751,2.78,0.58,AkerBP,2.0,0.40307406,0.59832287,1.4777003341913222,0.5907998469625237,5.24931155208848,12.487061626051887
6302.25,12.5487,0.7943,0.6689,0.6232,0.6188,42.169,1.4571,0.6997,2.78,0.58,AkerBP,2.0,0.4113904,0.62225556,1.5099308902025221,0.6041482850396632,3.625755967505461,13.656097607594223
6302.5,12.6874,0.8151,0.6746,0.6346,0.6254,41.7744,1.4729,0.7063,2.78,0.58,AkerBP,2.0,0.4132045,0.6293011,1.5179795253276824,0.6079480327624582,3.0605964646399846,13.924956426099646
6302.75,12.1413,0.8036,0.674,0.6415,0.631,41.7235,1.4743,0.7036,2.78,0.58,AkerBP,2.0,0.41433898,0.62746507,1.5193442112207411,0.606886738195987,3.0552947989378825,13.74548917055329
6303.0,12.1092,0.7827,0.6622,0.6396,0.6277,41.6726,1.4699,0.6899,2.78,0.58,AkerBP,2.0,0.41735947,0.617466,1.520020031929016,0.601256132906175,3.4097579378880223,12.848799404815914
6303.25,12.3998,0.7531,0.6386,0.6275,0.6111,41.6437,1.4601,0.6624,2.78,0.58,AkerBP,2.0,0.42259446,0.60163754,1.522201456427574,0.5922997146757918,4.253233095512235,10.582772542905827
6303.5,12.0964,0.7362,0.612,0.6118,0.5918,41.6148,1.4476,0.6302,2.78,0.58,AkerBP,2.0,0.4273316,0.5904385,1.5261073058843613,0.5859321455588196,5.4232734100829845,7.024413589524027
6303.75,12.0969,0.6945,0.5924,0.6036,0.5815,42.664,1.4382,0.6072,2.78,0.58,AkerBP,2.0,0.4298275,0.586919,1.529565544128418,0.5839249000345138,6.352770416382842,3.8331851063053617
6304.0,12.1642,0.6859,0.5855,0.6069,0.5867,43.7133,1.4358,0.597,2.78,0.58,AkerBP,2.0,0.43128228,0.5867066,1.5326351809501648,0.5837952248770873,6.744336324708515,2.2118551294661017
6304.25,12.1377,0.6867,0.5882,0.6158,0.5996,44.9011,1.4464,0.5948,2.78,0.58,AkerBP,2.0,0.43485776,0.5886795,1.5415922373533248,0.5848734217992567,6.581321719671249,1.668893443299138
6304.5,12.1688,0.6915,0.6012,0.6212,0.6114,46.089,1.4893,0.5967,2.78,0.58,AkerBP,2.0,0.44557136,0.59526896,1.5687225556373596,0.5883673919085936,5.332878240606967,1.3964484818847758
6304.75,12.2448,0.6967,0.611,0.6285,0.6255,45.7062,1.5897,0.6019,2.78,0.58,AkerBP,2.0,0.46341547,0.6068653,1.6139295262098312,0.5941125927075278,1.5241571497660766,1.2938041688772524
6305.0,12.2178,0.7078,0.6163,0.634,0.6369,45.3234,1.7402,0.6088,2.78,0.58,AkerBP,2.0,0.48212165,0.6306312,1.666888417005539,0.6051618310086849,4.212825134723656,0.5975967462738309
6305.25,12.2147,0.7315,0.6259,0.6302,0.6393,44.6931,1.8792,0.6143,2.78,0.58,AkerBP,2.0,0.49888426,0.6937914,1.7345680248737334,0.6319390049274184,7.696465257889877,2.8713991416927294
6305.5,12.2789,0.7497,0.6379,0.6485,0.6588,44.0629,1.9551,0.6171,2.78,0.58,AkerBP,2.0,0.5087265,0.75418925,1.7847728085517882,0.6542329717885464,8.711942685704662,6.017334595453973
6305.75,12.318,0.776,0.6612,0.6697,0.683,43.4622,1.9862,0.6184,2.78,0.58,AkerBP,2.0,0.512838,0.7842753,1.8077587676048277,0.6642905189782105,8.984051575630465,7.420847182763665
6306.0,12.4977,0.7836,0.6754,0.6807,0.6973,42.8615,2.0091,0.6199,2.78,0.58,AkerBP,2.0,0.51575917,0.80815667,1.825152953863144,0.671848078534235,9.15569389959963,8.380073969065172
6306.25,12.1311,0.7691,0.6702,0.6747,0.6919,43.9203,2.0346,0.6216,2.78,0.58,AkerBP,2.0,0.51902497,0.83649325,1.84522177696228,0.6803367311986669,9.307884745783943,9.449281080866609
6306.5,12.2514,0.7533,0.654,0.6588,0.6786,44.9792,2.0545,0.623,2.78,0.58,AkerBP,2.0,0.52156407,0.85979784,1.8613062822818756,0.686954697292462,9.403442088981476,10.265601491566926
6306.75,12.3025,0.7504,0.6405,0.6433,0.6686,45.2713,2.0635,0.6235,2.78,0.58,AkerBP,2.0,0.52274823,0.8707041,1.8687851607799528,0.6899351023406347,9.436144377031601,10.655188827687995
6307.0,12.3508,0.7351,0.6327,0.6324,0.6565,45.5634,2.0611,0.6233,2.78,0.58,AkerBP,2.0,0.5224496,0.86779404,1.8668253123760223,0.6891423502404964,9.425776896995671,10.563508782367471
6307.25,12.3095,0.7357,0.6254,0.6231,0.6435,45.9232,2.0323,0.6209,2.78,0.58,AkerBP,2.0,0.51886964,0.8340105,1.8437253618240355,0.6795830522736915,9.278878028635768,9.45128881843961
6307.5,12.232,0.7277,0.6158,0.6096,0.6236,46.2829,1.9367,0.6126,2.78,0.58,AkerBP,2.0,0.5072429,0.7387103,1.774140043258667,0.648673629675451,8.393657083767913,5.888610786067729
6307.75,12.2361,0.7225,0.6222,0.6157,0.6276,44.9474,1.7611,0.5956,2.78,0.58,AkerBP,2.0,0.48781186,0.63849556,1.6831468343734741,0.6085558430549393,4.42639064371847,2.17525907571176
6308.0,12.2499,0.7244,0.6123,0.6039,0.6116,43.6119,1.5774,0.5752,2.78,0.58,AkerBP,2.0,0.46728048,0.60796535,1.6229147070646286,0.5945694400995734,2.8854258314079293,3.367426999230408
6308.25,12.4623,0.7124,0.6096,0.5976,0.6045,43.8857,1.4589,0.5602,2.78,0.58,AkerBP,2.0,0.4454051,0.59507865,1.5682537466287612,0.588266829730503,7.495630038300162,5.01014454311014
6308.5,12.8832,0.6968,0.5911,0.5831,0.5824,44.1596,1.4089,0.5534,2.78,0.58,AkerBP,2.0,0.43116778,0.58743036,1.5327957332134245,0.5842034016570296,8.79379183855664,5.566209189922217
6308.75,13.199,0.6887,0.5773,0.5651,0.5623,44.7716,1.3953,0.5515,2.78,0.58,AkerBP,2.0,0.4266126,0.5850738,1.521456943154335,0.5828984644712737,9.041564047469004,5.69328458227991
6309.0,12.4549,0.6874,0.5718,0.5547,0.5516,45.3836,1.3932,0.5513,2.78,0.58,AkerBP,2.0,0.42586365,0.5846817,1.5195879977941513,0.5826787087099328,9.071777045230501,5.69176649917155
6309.25,12.1673,0.6895,0.5974,0.5767,0.5686,45.727,1.3957,0.552,2.78,0.58,AkerBP,2.0,0.42666763,0.58506155,1.5215707480907439,0.5828911892390365,9.01846729889976,5.596229934608051
6309.5,12.2239,0.7139,0.6043,0.5891,0.5779,46.0704,1.4118,0.5563,2.78,0.58,AkerBP,2.0,0.4316219,0.5874634,1.533810223340988,0.584218593828698,8.642174765617517,5.018621935771704
6309.75,12.2591,0.7763,0.6283,0.5957,0.5802,45.4225,1.4711,0.572,2.78,0.58,AkerBP,2.0,0.44627833,0.59512347,1.5701865398883819,0.5882778758678338,6.735540744230968,2.845782494376539
6310.0,12.3401,0.7748,0.6362,0.6135,0.6007,44.7745,1.6148,0.6085,2.78,0.58,AkerBP,2.0,0.46566135,0.6094179,1.6201740968227385,0.5953564362122733,0.3328026271202925,2.159994048927977
6310.25,12.3952,0.8079,0.6522,0.6288,0.6144,43.3942,1.8462,0.6626,2.78,0.58,AkerBP,2.0,0.4814865,0.6747087,1.6883780562877655,0.6255282083879088,8.548474905873391,5.594897617279079
6310.5,12.3052,0.845,0.6793,0.6555,0.6199,42.014,2.0782,0.712,2.78,0.58,AkerBP,2.0,0.49745348,0.89383024,1.8321119791269302,0.7042661378833072,11.841402216969955,1.0862165894231466
6310.75,12.3656,0.8718,0.7001,0.6837,0.6333,39.9326,2.2093,0.7379,2.78,0.58,AkerBP,2.0,0.5066064,1.0842142,1.9433101475238799,0.7527119055947219,12.039553364238445,2.007305271001748
6311.0,12.4503,0.8938,0.7105,0.695,0.6472,37.8512,2.2492,0.7456,2.78,0.58,AkerBP,2.0,0.50923675,1.1487205,1.9794279634952545,0.7661541423794375,11.994132869675687,2.756725104538281
6311.25,12.3559,0.908,0.6798,0.6659,0.6378,36.9631,2.249,0.7458,2.78,0.58,AkerBP,2.0,0.50913024,1.1485054,1.9791486644744871,0.7661605463445674,11.99872545689253,2.7300276675472523
6311.5,12.2897,0.8595,0.6854,0.683,0.6489,36.0751,2.2079,0.7395,2.78,0.58,AkerBP,2.0,0.50578845,1.0828615,1.9412545657157898,0.7527608876727193,12.076880034612536,1.7932234851547353
6311.75,12.4763,0.8334,0.668,0.6675,0.6374,35.7669,2.0733,0.7178,2.78,0.58,AkerBP,2.0,0.4946423,0.8901936,1.8249717646837234,0.7039647278499483,11.977438639669934,1.9274550222975269
6312.0,12.9872,0.8204,0.6527,0.6408,0.6244,35.4588,1.8363,0.6757,2.78,0.58,AkerBP,2.0,0.47623122,0.6734531,1.6766564857959747,0.6254595434166965,8.693759963188223,7.4353199028124095
6312.25,12.4503,0.8188,0.646,0.6269,0.6128,35.7207,1.6013,0.6284,2.78,0.58,AkerBP,2.0,0.45888588,0.60918474,1.6053411930799484,0.5954358792979619,0.2523695172640002,5.245722581482818
6312.5,12.3126,0.7987,0.651,0.6286,0.6153,35.9827,1.4562,0.596,2.78,0.58,AkerBP,2.0,0.43734848,0.5902532,1.5479356169700622,0.5857247039622374,6.299657805937528,1.7240429593561344
6312.75,12.3294,0.7793,0.6382,0.6347,0.6317,36.7409,1.3969,0.582,2.78,0.58,AkerBP,2.0,0.4214205,0.58049107,1.5074092531204222,0.5802840183397315,7.911035372641001,0.29484220966811486
6313.0,12.8011,0.7578,0.617,0.6055,0.6193,37.4991,1.3837,0.5795,2.78,0.58,AkerBP,2.0,0.4169669,0.57802254,1.4961742120981216,0.5788454519411468,8.128511389616369,0.11295048470288743
6313.25,12.6216,0.7419,0.6156,0.598,0.5958,37.7614,1.3914,0.5837,2.78,0.58,AkerBP,2.0,0.41907397,0.57915676,1.5014728730916975,0.5795098184475558,7.910943876074282,0.7178656077512792
6313.5,12.4798,0.7606,0.6252,0.6035,0.6063,38.0238,1.4138,0.5945,2.78,0.58,AkerBP,2.0,0.42482275,0.58274555,1.5161892199516296,0.581576010138568,7.242129010583509,2.1739259649170837
6313.75,12.3049,0.7646,0.6285,0.6044,0.6088,37.672,1.4439,0.6088,2.78,0.58,AkerBP,2.0,0.43114167,0.5879328,1.5330243384838103,0.5844862036005906,6.172473057954865,3.9937247699424194
6314.0,12.3233,0.7508,0.6316,0.6074,0.6123,37.3203,1.466,0.6198,2.78,0.58,AkerBP,2.0,0.43468785,0.59212434,1.5431673264503478,0.5867923149782894,5.263801258550331,5.325538080301804
6314.25,12.2448,0.7591,0.6171,0.5984,0.5962,38.192,1.4638,0.621,2.78,0.58,AkerBP,2.0,0.43384144,0.59188837,1.5411818426847457,0.586671387826612,5.286367173435283,5.527956871721096
6314.5,12.3876,0.7646,0.6275,0.5951,0.5997,39.0637,1.4198,0.6072,2.78,0.58,AkerBP,2.0,0.42414948,0.58355975,1.5151787430047987,0.5820445859484082,6.717759050908493,4.142854751579664
6314.75,13.2883,0.7757,0.6438,0.6011,0.6139,38.7507,1.3295,0.5774,2.78,0.58,AkerBP,2.0,0.39409232,0.5658304,1.4384176528453827,0.5713310622879467,8.192377047415029,1.051080310366003
6315.0,13.4644,0.7919,0.6557,0.6103,0.6266,38.4377,1.2289,0.5428,2.78,0.58,AkerBP,2.0,0.34350494,0.5456412,1.3131544929742813,0.5569750501209902,6.856090241214193,2.611468334743975
6315.25,13.7291,0.756,0.6228,0.5993,0.5951,38.3841,1.1617,0.5187,2.78,0.58,AkerBP,2.0,0.3022113,0.5323313,1.211602229475975,0.5458900756027707,4.295621027457606,5.241965606857653
6315.5,14.4343,0.7123,0.6051,0.5834,0.578,38.3304,1.1397,0.5087,2.78,0.58,AkerBP,2.0,0.28813154,0.5283574,1.1771266222000123,0.5422692703513071,3.2839012196202826,6.599030932043852
6315.75,14.7101,0.6961,0.6108,0.5916,0.5856,38.5356,1.1593,0.5079,2.78,0.58,AkerBP,2.0,0.3015122,0.5336667,1.2109635883569716,0.5468380115258867,4.456446852149711,7.666472046837313
6316.0,14.9605,0.6753,0.5823,0.575,0.5575,38.7408,1.2216,0.5121,2.78,0.58,AkerBP,2.0,0.3426176,0.5498027,1.313907546401024,0.559788322238996,7.556282449330705,9.312306627415738
6316.25,14.8995,0.643,0.5593,0.5578,0.5339,39.4633,1.3145,0.5182,2.78,0.58,AkerBP,2.0,0.39651597,0.5730695,1.4481526923179626,0.5757976367351807,10.16756883362211,11.114943407020592
6316.5,12.3248,0.6204,0.5444,0.5427,0.5208,40.1857,1.3976,0.5231,2.78,0.58,AkerBP,2.0,0.43287972,0.5906418,1.538370571732521,0.5859876019992009,10.072307651153475,12.022099407226314
6316.75,12.2698,0.6108,0.5484,0.5382,0.5311,39.1841,1.4423,0.526,2.78,0.58,AkerBP,2.0,0.44742516,0.59817153,1.5743764835596084,0.5899022980085313,9.157351699341916,12.14872585713523
6317.0,12.2254,0.6434,0.5754,0.5672,0.5556,38.1826,1.4655,0.5295,2.78,0.58,AkerBP,2.0,0.45334986,0.60125554,1.5889890390634536,0.5914294287314651,8.426410035036065,11.695831677330522
6317.25,11.6926,0.6906,0.6049,0.5957,0.5817,36.5951,1.5053,0.5396,2.78,0.58,AkerBP,2.0,0.46101648,0.6051651,1.607799824476242,0.5932976017013577,6.809262238506732,9.951371701511812
6317.5,9.6097,0.6973,0.6177,0.6105,0.5897,35.0076,1.5918,0.5622,2.78,0.58,AkerBP,2.0,0.47228724,0.6115483,1.6356803596019744,0.596231460986513,2.7566503079516482,6.053265917202596
6317.75,9.1481,0.7532,0.6615,0.6508,0.638,33.8881,1.7181,0.5942,2.78,0.58,AkerBP,2.0,0.48266858,0.6266213,1.6659895360469816,0.6032178603400656,3.0330285753459245,1.517647314046733
6318.0,9.1752,0.7811,0.6814,0.6708,0.662,32.7686,1.8313,0.6217,2.78,0.58,AkerBP,2.0,0.49066976,0.6644548,1.7024888724088667,0.6201469778602235,7.03386269814521,0.24980249956192427
6318.25,9.1752,0.7904,0.6961,0.6876,0.6771,33.5781,1.8901,0.6356,2.78,0.58,AkerBP,2.0,0.494923,0.6988386,1.7288532197475432,0.6344963324592,8.531124292495457,0.1736418409062376
6318.5,9.2066,0.77,0.6908,0.6844,0.6753,34.3875,1.9074,0.6396,2.78,0.58,AkerBP,2.0,0.49620685,0.71114063,1.7377227967977522,0.6394030551172063,8.89573257849679,0.030791882863297097
6318.75,9.0957,0.7259,0.6577,0.6495,0.6557,36.9913,1.9086,0.6396,2.78,0.58,AkerBP,2.0,0.4963714,0.71203923,1.7385157883167266,0.6397472392098332,8.911464512379414,0.02302051435792419
6319.0,9.0863,0.6821,0.6185,0.6138,0.6188,39.5952,1.8982,0.6354,2.78,0.58,AkerBP,2.0,0.49607915,0.7045633,1.734144184589386,0.6367264075221427,8.64270442580414,0.20875157729662377
6319.25,9.1569,0.6511,0.5866,0.5858,0.5891,41.0479,1.8617,0.6212,2.78,0.58,AkerBP,2.0,0.49481893,0.6815105,1.7198828172683716,0.6271940791345583,7.617617378290184,0.9649193713068729
6319.5,9.1969,0.6266,0.5695,0.5697,0.5743,42.5006,1.7889,0.5932,2.78,0.58,AkerBP,2.0,0.49190867,0.64921683,1.6973675334453582,0.6132184200893158,5.11668995218524,3.374649374463228
6319.75,9.2548,0.6007,0.55,0.5512,0.5587,43.6134,1.7033,0.5606,2.78,0.58,AkerBP,2.0,0.48800427,0.62947583,1.6789407932758331,0.6043190509677986,1.43011840099612,7.798617725258401
6320.0,9.3361,0.5748,0.5342,0.5357,0.5468,44.7261,1.6421,0.5376,2.78,0.58,AkerBP,2.0,0.48471805,0.62246215,1.668259692788124,0.6011301667009962,1.5930633206335805,11.81736731789364
6320.25,9.2793,0.5588,0.5256,0.5311,0.5443,46.2267,1.6147,0.5274,2.78,0.58,AkerBP,2.0,0.4829821,0.62012523,1.6633060932159422,0.6000747081438248,3.0102243894186054,13.779808142553057
6320.5,9.3068,0.555,0.523,0.5293,0.5438,47.7272,1.607,0.5246,2.78,0.58,AkerBP,2.0,0.48243877,0.61948764,1.661802560687065,0.5997873568524512,3.4102402418833244,14.332321168976605
6320.75,9.3206,0.5563,0.5249,0.5319,0.5528,49.0212,1.6056,0.5241,2.78,0.58,AkerBP,2.0,0.48233578,0.6193709,1.661519597172737,0.5997347697504487,3.4827850755317074,14.431362287816963
6321.0,9.341,0.5578,0.5268,0.5372,0.5534,50.3153,1.6052,0.5242,2.78,0.58,AkerBP,2.0,0.48225456,0.61930543,1.6613102507591246,0.5997061748377354,3.4955301992975754,14.404077611166608
6321.25,9.3511,0.5579,0.5288,0.5407,0.5552,49.8794,1.6036,0.5249,2.78,0.58,AkerBP,2.0,0.48186502,0.6190041,1.6603123980760572,0.5995750776628601,3.536567602647626,14.226534132760541
6321.5,9.3631,0.5573,0.5275,0.5364,0.5509,49.4434,1.5978,0.5273,2.78,0.58,AkerBP,2.0,0.4804747,0.61793774,1.6567539775371551,0.5991090618842831,3.6896969293500455,13.61825562000439
6321.75,9.3649,0.5587,0.5251,0.5354,0.5456,49.5099,1.5858,0.5325,2.78,0.58,AkerBP,2.0,0.47750726,0.61572635,1.6491827458143233,0.5981333772399515,3.9968940480718396,12.325516852573063
6322.0,9.342,0.5601,0.5246,0.5318,0.5397,49.5764,1.5707,0.5394,2.78,0.58,AkerBP,2.0,0.47360623,0.6129102,1.6392574203014374,0.5968703684097694,4.364768593712193,10.65449914901175
6322.25,9.344,0.5633,0.5266,0.5297,0.5361,48.7904,1.5591,0.5449,2.78,0.58,AkerBP,2.0,0.4704853,0.61070734,1.6313276368379592,0.5958648265651074,4.632649402729735,9.353060481759472
6322.5,9.3664,0.571,0.5317,0.5277,0.5387,48.0044,1.5537,0.5475,2.78,0.58,AkerBP,2.0,0.46899638,0.6096692,1.6275464731454847,0.5953853638820926,4.752942855473041,8.746185183943862
6322.75,9.4348,0.5797,0.5363,0.5268,0.5385,47.8031,1.5521,0.5482,2.78,0.58,AkerBP,2.0,0.468566,0.6093724,1.6264546954631804,0.5952476595044149,4.790586654415335,8.582207133238766
6323.0,9.498,0.5842,0.5436,0.5304,0.5398,47.6018,1.5516,0.5484,2.78,0.58,AkerBP,2.0,0.46843508,0.60928255,1.6261227709054946,0.5952059325358953,4.802962806489722,8.534998638930574
6323.25,9.589,0.5935,0.5498,0.5362,0.5492,47.8226,1.55,0.5485,2.78,0.58,AkerBP,2.0,0.46812588,0.6090837,1.6253458094596862,0.5951140907567338,4.861019965141042,8.498466865402705
6323.5,9.7825,0.5954,0.5526,0.5398,0.5469,48.0435,1.5448,0.5488,2.78,0.58,AkerBP,2.0,0.4671131,0.60843885,1.6228035002946852,0.5948153852128322,5.049423892716551,8.384727626244938
6323.75,9.9263,0.6026,0.5523,0.5381,0.5475,48.0117,1.5337,0.5494,2.78,0.58,AkerBP,2.0,0.46488917,0.6070496,1.6172307062149047,0.5941673518976069,5.446352364537045,8.14840769887276
6324.0,9.6846,0.6066,0.5543,0.5398,0.5462,47.9799,1.5197,0.5501,2.78,0.58,AkerBP,2.0,0.4619475,0.60525286,1.6098718667030334,0.5933194639404312,5.933530743109386,7.85665586992023
6324.25,9.8529,0.6123,0.561,0.5396,0.5447,48.5633,1.509,0.5507,2.78,0.58,AkerBP,2.0,0.45956373,0.6038154,1.603910893201828,0.5926323167536849,6.289654950419359,7.614366579568717
6324.5,9.8514,0.6191,0.5702,0.5463,0.5543,49.1466,1.504,0.551,2.78,0.58,AkerBP,2.0,0.4584069,0.60312164,1.6010176759958266,0.5922978125529997,6.450643350786341,7.495065799092503
