DEPTH,CAL,AT10,AT30,AT60,AT90,GR,Rv,Rh,Rvsh,Rhsh,WNAME,WIDX,Csh_pred,Rss_pred,Rv_sim,Rh_sim,Rv_err,Rh_err
6359.5,9.1548,0.5104,0.4771,0.4747,0.4758,40.495,1.3827,0.465,2.78,0.58,AkerBP,2.0,0.4393857,0.589689,1.5520803821086884,0.5853922258615694,12.249973393265954,25.890801260552543
6359.75,9.1538,0.512,0.4787,0.4762,0.4782,40.3033,1.3682,0.4664,2.78,0.58,AkerBP,2.0,0.43284357,0.5872449,1.5363648414611815,0.5840869195256805,12.290954645606005,25.233044495214518
6360.0,9.1571,0.515,0.4805,0.4774,0.4806,40.1116,1.3501,0.4682,2.78,0.58,AkerBP,2.0,0.42412984,0.58395123,1.515361043214798,0.5822688326437802,12.24065204168564,24.363270534767224
6360.25,9.1477,0.5139,0.4819,0.4814,0.4838,40.3929,1.3362,0.4697,2.78,0.58,AkerBP,2.0,0.4170106,0.58124524,1.4981493091583251,0.5807253071207087,12.120139886119222,23.637493532192607
6360.5,9.1518,0.5117,0.4799,0.4765,0.4822,40.6742,1.3299,0.4703,2.78,0.58,AkerBP,2.0,0.4136884,0.5799601,1.490091044306755,0.5799766429055604,12.045345086604623,23.320570466842526
6360.75,9.1263,0.5089,0.4766,0.4701,0.4805,41.0705,1.3282,0.4699,2.78,0.58,AkerBP,2.0,0.4129009,0.5795704,1.4881297320127487,0.5797477153709331,12.041088090103043,23.37682812745969
6361.0,9.1431,0.5054,0.4726,0.4695,0.477,41.4669,1.3287,0.4678,2.78,0.58,AkerBP,2.0,0.41361445,0.5795173,1.4896687400341033,0.5797168549645558,12.114754273658713,23.924081865018348
6361.25,9.163,0.5026,0.4691,0.4663,0.4732,40.973,1.3303,0.4633,2.78,0.58,AkerBP,2.0,0.4154315,0.5794078,1.4936031115055084,0.5796536758123783,12.27566049052908,25.114110902736513
6361.5,9.1601,0.4988,0.4675,0.4642,0.4737,40.4791,1.3324,0.4578,2.78,0.58,AkerBP,2.0,0.41775528,0.5790975,1.4985361391305922,0.5794741666901683,12.468938691878732,26.578018062509457
6361.75,9.1615,0.497,0.4654,0.462,0.4721,40.254,1.334,0.4535,2.78,0.58,AkerBP,2.0,0.4195728,0.57868385,1.5022962111234663,0.5792353673711943,12.61590788031981,27.725549585709874
6362.0,9.1559,0.4968,0.4636,0.4616,0.4728,40.0289,1.3348,0.4516,2.78,0.58,AkerBP,2.0,0.4204295,0.57847327,1.5040600579977035,0.5791141431548783,12.680555738515395,28.236081300903077
6362.25,9.1553,0.4961,0.4632,0.4629,0.4729,40.2639,1.335,0.451,2.78,0.58,AkerBP,2.0,0.420674,0.5783904,1.504550339579582,0.5790664031768915,12.700399968508021,28.396098265386136
6362.5,9.1589,0.4957,0.4622,0.4622,0.4709,40.499,1.3351,0.4509,2.78,0.58,AkerBP,2.0,0.42074868,0.57838947,1.5047141832113264,0.5790660365281488,12.70423063525777,28.424492465768193
6362.75,9.1752,0.4961,0.4638,0.4598,0.4688,41.4944,1.3351,0.4509,2.78,0.58,AkerBP,2.0,0.42074868,0.57838947,1.5047141832113264,0.5790660365281488,12.70423063525777,28.424492465768193
6363.0,9.1752,0.4995,0.4645,0.4606,0.4691,42.4899,1.3351,0.4509,2.78,0.58,AkerBP,2.0,0.42074868,0.57838947,1.5047141832113264,0.5790660365281488,12.70423063525777,28.424492465768193
6363.25,9.1421,0.5035,0.4647,0.4608,0.469,41.9467,1.3351,0.4509,2.78,0.58,AkerBP,2.0,0.42074868,0.57838947,1.5047141832113264,0.5790660365281488,12.70423063525777,28.424492465768193
6363.5,9.1278,0.5029,0.4656,0.4613,0.4693,41.4036,1.3351,0.4509,2.78,0.58,AkerBP,2.0,0.42074868,0.57838947,1.5047141832113264,0.5790660365281488,12.70423063525777,28.424492465768193
6363.75,9.137,0.5059,0.4682,0.4632,0.471,41.1638,1.3357,0.451,2.78,0.58,AkerBP,2.0,0.4210301,0.57852846,1.5054142558574675,0.5791471026962375,12.70601601089072,28.41399172865576
6364.0,9.1278,0.5067,0.4694,0.464,0.4698,40.924,1.339,0.4516,2.78,0.58,AkerBP,2.0,0.42255315,0.57929915,1.5092122012376785,0.5795951108539867,12.711889562186599,28.342584334363757
6364.25,9.139,0.5049,0.4706,0.4642,0.4695,39.876,1.3507,0.4538,2.78,0.58,AkerBP,2.0,0.42776173,0.58199114,1.5222152042388915,0.5811377413040493,12.698245668089985,28.060322014995435
6364.5,9.1706,0.5086,0.4729,0.4675,0.4716,38.8281,1.376,0.4585,2.78,0.58,AkerBP,2.0,0.43811315,0.58749485,1.5480601978302002,0.5841875460168908,12.504374842311073,27.412769033127766
6364.75,9.1951,0.508,0.4697,0.4649,0.4706,38.8525,1.41,0.4646,2.78,0.58,AkerBP,2.0,0.45013514,0.5941756,1.5780919677019118,0.587709810614944,11.921416149071769,26.49802208672922
6365.0,9.1997,0.5074,0.4678,0.4614,0.4658,38.877,1.4377,0.4696,2.78,0.58,AkerBP,2.0,0.4583816,0.59905016,1.5987574315071105,0.5901648893040268,11.202436635397545,25.673954281095984
6365.25,9.1722,0.5103,0.4697,0.4626,0.4643,39.1477,1.4511,0.4721,2.78,0.58,AkerBP,2.0,0.46189564,0.6012405,1.6076000297069548,0.5912394838680268,10.784923830677055,25.23606944885126
6365.5,9.2487,0.5176,0.4783,0.4685,0.4715,39.4185,1.4549,0.4735,2.78,0.58,AkerBP,2.0,0.46267465,0.601921,1.6096629589796065,0.5915762625155869,10.637360573208223,24.936908662214773
6365.75,9.2102,0.5255,0.4861,0.4738,0.4726,39.2465,1.4552,0.475,2.78,0.58,AkerBP,2.0,0.46240127,0.6021239,1.6091765868663788,0.5916876467261625,10.581128839085947,24.565820363402633
6366.0,9.1661,0.5356,0.4969,0.4817,0.4818,39.0744,1.4549,0.4767,2.78,0.58,AkerBP,2.0,0.46190786,0.6022491,1.608169367313385,0.591763621885787,10.534701169385174,24.137533435239565
6366.25,9.1576,0.5416,0.5019,0.4844,0.4888,38.2549,1.4546,0.4781,2.78,0.58,AkerBP,2.0,0.46148816,0.60233045,1.6072991770505904,0.5918152551361888,10.497674759424623,23.78482642463685
6366.5,9.1661,0.5365,0.4954,0.4778,0.4867,37.4354,1.4538,0.4785,2.78,0.58,AkerBP,2.0,0.46116024,0.6022531,1.6065433800220488,0.591782363198637,10.506491953642096,23.674475067635736
6366.75,9.1694,0.5091,0.4716,0.4622,0.4653,37.8112,1.4506,0.477,2.78,0.58,AkerBP,2.0,0.46057278,0.60168403,1.6049570810794829,0.5914989497431173,10.640912800184958,24.003972692477436
6367.0,9.2165,0.4984,0.4603,0.4533,0.4573,38.1869,1.4393,0.4712,2.78,0.58,AkerBP,2.0,0.45850116,0.5994823,1.5992521905899046,0.5903896264238159,11.11319325991139,25.294912229162957
6367.25,9.3874,0.4837,0.4471,0.447,0.4467,38.8554,1.4161,0.4595,2.78,0.58,AkerBP,2.0,0.453592,0.5942351,1.5856805789470672,0.5876925388255947,11.975183881580909,27.89826742668001
6367.5,9.1768,0.4744,0.441,0.4445,0.4426,39.5239,1.3874,0.4452,2.78,0.58,AkerBP,2.0,0.44623226,0.58636546,1.5652359604835508,0.5835078067769561,12.817929975749667,31.066443570744866
6367.75,9.1747,0.4694,0.4439,0.4388,0.4402,40.143,1.3658,0.4347,2.78,0.58,AkerBP,2.0,0.4396335,0.5795027,1.5469150114059447,0.5797212266844886,13.260727149358967,33.361220769378555
6368.0,9.1661,0.4726,0.4463,0.4434,0.4451,40.762,1.3558,0.4299,2.78,0.58,AkerBP,2.0,0.4362577,0.57606274,1.5375473088026046,0.5777738179615868,13.405171028367363,34.397259353707085
6368.25,9.1446,0.4778,0.4479,0.446,0.4483,41.9204,1.353,0.4286,2.78,0.58,AkerBP,2.0,0.4352652,0.5750851,1.534807862639427,0.577214102728793,13.437388221687144,34.67431234922843
6368.5,9.1018,0.4831,0.4499,0.4489,0.4522,43.0788,1.3525,0.4283,2.78,0.58,AkerBP,2.0,0.4351046,0.57488286,1.5343395066261292,0.5770982236184297,13.44469549915927,34.7415885170277
6368.75,9.1064,0.4815,0.4521,0.4513,0.4558,44.5513,1.3525,0.4283,2.78,0.58,AkerBP,2.0,0.4351046,0.57488286,1.5343395066261292,0.5770982236184297,13.44469549915927,34.7415885170277
6369.0,9.0911,0.4853,0.4526,0.4531,0.4588,46.0238,1.3523,0.4283,2.78,0.58,AkerBP,2.0,0.43500805,0.5748484,1.5341071021556854,0.5770780975901314,13.444287669576669,34.73688946769353
6369.25,9.085,0.4837,0.4523,0.4528,0.4597,46.769,1.3513,0.4284,2.78,0.58,AkerBP,2.0,0.4344972,0.5747145,1.532904877066612,0.5769991615034646,13.439271595249917,34.6870124891374
6369.5,9.0857,0.483,0.4509,0.451,0.4584,47.5142,1.3456,0.4286,2.78,0.58,AkerBP,2.0,0.43164757,0.5737956,1.5260983830690382,0.5764573388501587,13.41397020429833,34.49774588197824
6369.75,9.0896,0.4848,0.4486,0.4482,0.4542,47.3751,1.326,0.4295,2.78,0.58,AkerBP,2.0,0.4213164,0.5705538,1.5014296758174897,0.5744958778057723,13.229990634803135,33.759226497269445
6370.0,9.1033,0.4747,0.4447,0.4468,0.4524,47.236,1.2863,0.4315,2.78,0.58,AkerBP,2.0,0.3981754,0.56329536,1.4459326034784317,0.5698300913517581,12.410215616763715,32.0579585983217
6370.25,9.0919,0.4664,0.4259,0.4285,0.4417,47.3003,1.2387,0.4341,2.78,0.58,AkerBP,2.0,0.3670339,0.5534774,1.3706866776943205,0.5629255071128939,10.65525774556556,29.67645867608706
6370.5,9.1033,0.4596,0.4128,0.4181,0.4218,47.3647,1.2041,0.4361,2.78,0.58,AkerBP,2.0,0.34264782,0.5457442,1.3113070827722548,0.5570167145279811,8.903503261544298,27.72683204035338
6370.75,9.1064,0.4564,0.4098,0.4129,0.4131,47.1206,1.1885,0.4371,2.78,0.58,AkerBP,2.0,0.33131614,0.54215586,1.2835897654294968,0.5541350571179042,8.000821660033393,26.77535051885249
6371.0,9.1118,0.4563,0.4276,0.4233,0.4327,46.8764,1.1857,0.438,2.78,0.58,AkerBP,2.0,0.3291396,0.54165536,1.2783831882476806,0.553703882735141,7.816748608221356,26.416411583365534
6371.25,9.1186,0.4589,0.4499,0.4443,0.4522,47.6646,1.1945,0.4416,2.78,0.58,AkerBP,2.0,0.33480507,0.5445305,1.2929770445823667,0.5559126917173289,8.244206327531757,25.886026204105285
6371.5,9.0878,0.476,0.4702,0.4628,0.4698,48.4528,1.2289,0.4546,2.78,0.58,AkerBP,2.0,0.35632733,0.55498797,1.3478205674886703,0.56364917626552,9.676993041636438,23.987940225587334
6371.75,9.1569,0.5154,0.4881,0.4846,0.4842,47.4662,1.3089,0.4847,2.78,0.58,AkerBP,2.0,0.3996343,0.5754904,1.4564880597591399,0.5772841752914861,11.2757322758912,19.101335938000023
6372.0,9.1709,0.5493,0.5128,0.4977,0.5074,46.4795,1.4284,0.5297,2.78,0.58,AkerBP,2.0,0.4423313,0.5952579,1.561637737751007,0.588410961431913,9.327760973887358,11.083813749653203
6372.25,9.1339,0.6178,0.5565,0.538,0.5426,45.0404,1.5377,0.571,2.78,0.58,AkerBP,2.0,0.46120718,0.60410035,1.6076409250497816,0.5927409043378352,4.548411591973828,3.8075138945420783
6372.5,9.1798,0.6743,0.6086,0.5883,0.5853,43.6013,1.5952,0.5928,2.78,0.58,AkerBP,2.0,0.46629584,0.6079688,1.6207779276371002,0.5945988123531301,1.6034307696276457,0.30344337940790544
6372.75,9.346,0.6907,0.6362,0.619,0.6039,40.6399,1.6111,0.5984,2.78,0.58,AkerBP,2.0,0.4674286,0.6093274,1.623961859345436,0.5952582796904232,0.7983278099085056,0.5250201052100305
6373.0,9.2196,0.666,0.6143,0.5935,0.5714,37.6785,1.6057,0.5942,2.78,0.58,AkerBP,2.0,0.46756917,0.6090077,1.624096782207489,0.595091682638992,1.145717270193005,0.15006439565669577
6373.25,9.2086,0.6208,0.5732,0.5618,0.5338,36.5113,1.5774,0.5762,2.78,0.58,AkerBP,2.0,0.4670692,0.60783,1.6223837065696716,0.5945063434927217,2.8517628102999657,3.177081480861097
6373.5,9.1161,0.5815,0.5344,0.5321,0.5025,35.3441,1.5202,0.5412,2.78,0.58,AkerBP,2.0,0.4638712,0.6067678,1.6148676067590713,0.5940502037380146,6.227312640380954,9.765373935331603
6373.75,9.0406,0.5444,0.5038,0.5073,0.4864,35.0271,1.4524,0.5021,2.78,0.58,AkerBP,2.0,0.45541516,0.60227764,1.5940454202890395,0.5919234757875966,9.752507593571991,17.889559009678678
6374.0,9.036,0.5293,0.4898,0.4886,0.4779,34.7101,1.4037,0.4754,2.78,0.58,AkerBP,2.0,0.44524163,0.59439045,1.567514818906784,0.5878959993463269,11.670215780208313,23.663441175079274
6374.25,9.1278,0.525,0.4856,0.4847,0.4744,35.4683,1.3818,0.4637,2.78,0.58,AkerBP,2.0,0.4393199,0.5893496,1.5517459630966186,0.5852052782978678,12.298882840976892,26.203424260916076
6374.5,9.1153,0.5263,0.4823,0.4832,0.4716,36.2265,1.3757,0.4604,2.78,0.58,AkerBP,2.0,0.4375265,0.58776593,1.5469264489412307,0.5843426678982999,12.446496252179308,26.92064897877931
6374.75,9.0376,0.5313,0.4879,0.4838,0.4829,36.4195,1.3746,0.4599,2.78,0.58,AkerBP,2.0,0.43717307,0.587488,1.5459951853752136,0.5841907824504131,12.468731658316134,27.025610448013293
6375.0,9.1735,0.5393,0.5016,0.4998,0.4994,36.6125,1.3745,0.4598,2.78,0.58,AkerBP,2.0,0.43715388,0.5874535,1.5459336936473846,0.5841717263071814,12.47244042541903,27.049092280813703
6375.25,9.2808,0.5471,0.5063,0.5031,0.4964,37.0222,1.3744,0.4599,2.78,0.58,AkerBP,2.0,0.43708664,0.5874523,1.5457856154441834,0.5841715600764195,12.469849784937665,27.021430762430853
6375.5,9.0258,0.5501,0.5142,0.5106,0.5073,37.4318,1.3737,0.4602,2.78,0.58,AkerBP,2.0,0.43671197,0.58737713,1.5449217903614043,0.58413248724975,12.464278252995879,26.930136299380695
6375.75,9.0483,0.5452,0.5141,0.5117,0.51,38.1093,1.3712,0.4613,2.78,0.58,AkerBP,2.0,0.43536067,0.58710283,1.5418039977550506,0.583989261888705,12.441948494388175,26.596414890246056
6376.0,9.045,0.534,0.505,0.503,0.5043,38.7868,1.3661,0.4635,2.78,0.58,AkerBP,2.0,0.4325864,0.5864878,1.5353713625669478,0.5836635718830845,12.390847124438016,25.925258227202686
6376.25,9.0388,0.5269,0.5001,0.4969,0.5004,39.9418,1.3596,0.4665,2.78,0.58,AkerBP,2.0,0.42895034,0.5856323,1.5269070953130721,0.5832029810048209,12.30561159996118,25.016716185384976
6376.5,9.0437,0.5189,0.4924,0.4901,0.4931,41.0968,1.3545,0.4688,2.78,0.58,AkerBP,2.0,0.42606816,0.5848768,1.5201488584280014,0.5827889683168611,12.229520740347093,24.31505296861372
6376.75,9.0618,0.5153,0.4908,0.4876,0.4928,41.023,1.3521,0.4699,2.78,0.58,AkerBP,2.0,0.4246951,0.5844995,1.516917775273323,0.5825800864401727,12.189762241943853,23.979588516742435
6377.0,9.0605,0.5153,0.4885,0.486,0.4913,40.9492,1.3511,0.4701,2.78,0.58,AkerBP,2.0,0.4241784,0.58431697,1.5156782776117323,0.5824779550693994,12.181058220097135,23.905117011146427
6377.25,9.0633,0.5101,0.4863,0.4823,0.4873,40.4178,1.3492,0.4694,2.78,0.58,AkerBP,2.0,0.42343235,0.58387893,1.513787626028061,0.5822301539702636,12.198904982809147,24.037101399715294
6377.5,9.0605,0.5063,0.4849,0.4815,0.4868,39.8864,1.3429,0.467,2.78,0.58,AkerBP,2.0,0.42092562,0.5823905,1.507420617341995,0.5813818788008186,12.25114434001006,24.492907666128172
6377.75,9.0707,0.5025,0.4819,0.4788,0.4842,39.1469,1.3299,0.4618,2.78,0.58,AkerBP,2.0,0.41556185,0.57914454,1.4937361109256744,0.5794997348237408,12.319430853874298,25.487166484136175
6378.0,9.3114,0.5,0.4791,0.4765,0.4816,38.4074,1.3135,0.4553,2.78,0.58,AkerBP,2.0,0.40830868,0.5747676,1.4751831436157226,0.576892585760387,12.309337161455856,26.706036846120597
6378.25,9.5153,0.4974,0.4766,0.4741,0.4795,37.2794,1.301,0.4504,2.78,0.58,AkerBP,2.0,0.40241736,0.5712298,1.4600772881507873,0.574726993456657,12.227308850944455,27.603684160003773
6378.5,9.0835,0.4947,0.4736,0.4715,0.477,36.1515,1.2952,0.4481,2.78,0.58,AkerBP,2.0,0.39958835,0.5695227,1.4528036653995513,0.5736635398517498,12.168287940051838,28.02132110059134
6378.75,9.0039,0.4921,0.4701,0.47,0.4736,35.2975,1.2935,0.4475,2.78,0.58,AkerBP,2.0,0.3987304,0.56903017,1.4506110596656798,0.5733540451618515,12.146197113697697,28.12380897471542
6379.0,9.0105,0.4916,0.4673,0.4655,0.4722,34.4434,1.2932,0.4474,2.78,0.58,AkerBP,2.0,0.39857712,0.5689443,1.4502205139398574,0.5732999238666118,12.14201314103445,28.140349545510002
6379.25,9.0024,0.4935,0.4673,0.4647,0.4724,34.0429,1.2931,0.4473,2.78,0.58,AkerBP,2.0,0.39854094,0.56890184,1.450114956498146,0.5732736455284716,12.142522349249557,28.163122183874723
6379.5,9.01,0.4917,0.4681,0.4649,0.4726,33.6424,1.2923,0.4473,2.78,0.58,AkerBP,2.0,0.39807096,0.56872696,1.4489705592393873,0.5731615191807702,12.123389247031442,28.13805481349658
6379.75,9.0238,0.489,0.4681,0.4637,0.4726,34.1493,1.288,0.4472,2.78,0.58,AkerBP,2.0,0.39554837,0.5677612,1.4428086513280867,0.572539929769294,12.019305227335918,28.02771238132693
6380.0,9.0042,0.4921,0.4686,0.4646,0.4744,34.6561,1.2729,0.4467,2.78,0.58,AkerBP,2.0,0.38647875,0.56427443,1.420605257153511,0.5702498724117602,11.603838255441207,27.658355140308977
6380.25,9.0202,0.4886,0.4678,0.4645,0.4719,34.2636,1.2422,0.4456,2.78,0.58,AkerBP,2.0,0.36697742,0.5568984,1.3727264946699143,0.5651592768924448,10.507687543866872,26.83107650189516
6380.5,9.0146,0.4833,0.4665,0.4637,0.4719,33.8711,1.2049,0.4443,2.78,0.58,AkerBP,2.0,0.34168065,0.54758364,1.3103570938110352,0.5582442073051754,8.752352378706538,25.645781522659345
6380.75,9.0197,0.4847,0.4656,0.464,0.4752,34.3899,1.1774,0.4432,2.78,0.58,AkerBP,2.0,0.32226622,0.5405512,1.262249881029129,0.5526650666655205,7.206546715570659,24.69879663030698
6381.0,9.036,0.4823,0.46,0.4631,0.4763,34.9088,1.1655,0.4429,2.78,0.58,AkerBP,2.0,0.31370574,0.5375235,1.241001249551773,0.5501631375141751,6.4780136895558185,24.218364758224226
6381.25,9.0442,0.4789,0.4595,0.462,0.4708,35.7501,1.1662,0.4438,2.78,0.58,AkerBP,2.0,0.31407186,0.5378394,1.2420389455556868,0.5504052380249966,6.503082280542525,24.021009018701367
6381.5,9.0513,0.4824,0.4625,0.4593,0.4662,36.5914,1.1804,0.4475,2.78,0.58,AkerBP,2.0,0.3237176,0.5419437,1.266441935300827,0.5537046855350263,7.289218510744414,23.732890622352237
6381.75,9.0615,0.4919,0.4665,0.4634,0.4712,35.998,1.2132,0.4556,2.78,0.58,AkerBP,2.0,0.34544063,0.5511601,1.321091947555542,0.5607926475235445,8.8931707513635,23.088816401129172
6382.0,9.0712,0.5009,0.4718,0.4691,0.4762,35.4047,1.2581,0.4663,2.78,0.58,AkerBP,2.0,0.37322623,0.5631518,1.3905376589298248,0.5693242273615315,10.526799056499868,22.093979704381635
6382.25,9.0327,0.5041,0.4787,0.4759,0.4825,34.2023,1.2954,0.4751,2.78,0.58,AkerBP,2.0,0.39398843,0.57242155,1.4421819221973418,0.5753836164438902,11.33101144027649,21.10789653628504
6382.5,9.0422,0.5154,0.4902,0.4832,0.4881,32.9999,1.3138,0.4793,2.78,0.58,AkerBP,2.0,0.40335372,0.5767123,1.465416607260704,0.5780339127451914,11.540311102200024,20.59960624769277
6382.75,9.0529,0.5259,0.501,0.4952,0.5007,33.5222,1.3192,0.4805,2.78,0.58,AkerBP,2.0,0.40598908,0.5779333,1.471948347687721,0.5787705804395011,11.578862013926711,20.451733702289523
6383.0,9.0544,0.5385,0.5156,0.5072,0.5121,34.0445,1.3201,0.4808,2.78,0.58,AkerBP,2.0,0.40640265,0.5781346,1.472978526353836,0.578891262049729,11.580829206411327,20.401676799028483
6383.25,9.0535,0.5502,0.5323,0.5212,0.5249,34.4027,1.3201,0.4807,2.78,0.58,AkerBP,2.0,0.40642282,0.578135,1.4730231720209122,0.5788915492681994,11.584211197705635,20.426783704638943
6383.5,9.0577,0.5543,0.5331,0.5245,0.5299,34.7609,1.3194,0.4803,2.78,0.58,AkerBP,2.0,0.40613508,0.5779789,1.4722969222068787,0.578798029605501,11.588367607009156,20.507605580991246
6383.75,9.0727,0.5433,0.5173,0.5053,0.5112,35.791,1.3152,0.4778,2.78,0.58,AkerBP,2.0,0.40440878,0.57702184,1.4679255324602127,0.5782225529015935,11.61234279654903,21.017696295854652
6384.0,9.0648,0.5223,0.4969,0.4828,0.4839,36.8212,1.3007,0.4692,2.78,0.58,AkerBP,2.0,0.3981887,0.57343966,1.4520670735836028,0.5760340376558047,11.63735477693571,22.769402739941334
6384.25,9.0636,0.5074,0.4773,0.468,0.4688,36.8624,1.2711,0.452,2.78,0.58,AkerBP,2.0,0.38422698,0.56479627,1.415937305688858,0.5705426862157975,11.394642883239566,26.226258012344577
6384.5,9.0671,0.4923,0.4616,0.4524,0.4576,36.9037,1.2349,0.4317,2.78,0.58,AkerBP,2.0,0.36497363,0.5519342,1.365119449496269,0.5618570467057628,10.544938820655029,30.149883415743062
6384.75,9.0636,0.4768,0.4497,0.4421,0.4449,37.6787,1.2083,0.4171,2.78,0.58,AkerBP,2.0,0.34951118,0.5409753,1.3235394424200058,0.5540034968862022,9.537320402218477,32.822703640901985
6385.0,9.0554,0.4673,0.4406,0.4338,0.4372,38.4538,1.1974,0.4106,2.78,0.58,AkerBP,2.0,0.3430235,0.5358969,1.3056769973039626,0.55024930473864,9.042675572403756,34.01103378924499
6385.25,9.0452,0.4595,0.4368,0.4285,0.4321,38.3646,1.2016,0.4094,2.78,0.58,AkerBP,2.0,0.34634832,0.53634024,1.3134280258417128,0.5506977683709412,9.306593362326298,34.51337771639991
6385.5,9.0485,0.4544,0.4326,0.4247,0.4291,38.2753,1.2288,0.4115,2.78,0.58,AkerBP,2.0,0.36530104,0.5433234,1.3603837138414383,0.5561709218137052,10.708310045689975,35.15696763395024
6385.75,9.0437,0.4517,0.4273,0.4196,0.4279,38.9307,1.2919,0.4165,2.78,0.58,AkerBP,2.0,0.40531045,0.5587561,1.4590494740009308,0.5671760988371,12.938267203415954,36.176734414669866
6386.0,9.0371,0.4507,0.4238,0.416,0.426,39.5861,1.3832,0.4232,2.78,0.58,AkerBP,2.0,0.4504198,0.57771647,1.5696686261892319,0.5787427731447703,13.480959094074022,36.75396340849959
6386.25,8.9764,0.4521,0.4245,0.4162,0.4253,39.1955,1.4638,0.4285,2.78,0.58,AkerBP,2.0,0.47712275,0.59072,1.6352752965688704,0.5855562580807764,11.714393808503237,36.65256898034455
6386.5,8.9611,0.4579,0.4275,0.4194,0.4275,38.805,1.5052,0.4311,2.78,0.58,AkerBP,2.0,0.4869018,0.5965429,1.6596720856428144,0.5883718566501333,10.262562160697206,36.481525550947175
6386.75,8.9764,0.4631,0.4319,0.4245,0.4312,38.4849,1.5175,0.4318,2.78,0.58,AkerBP,2.0,0.48942262,0.5982255,1.6660352778434753,0.5891645659730548,9.788156694792434,36.44385501923455
6387.0,8.9825,0.4685,0.4361,0.4297,0.4337,38.1647,1.5189,0.4321,2.78,0.58,AkerBP,2.0,0.48963574,0.59851044,1.6666457122564315,0.5893016947004716,9.727152034790416,36.38085968536718
6387.25,8.9675,0.4746,0.4416,0.434,0.4391,38.1612,1.5152,0.433,2.78,0.58,AkerBP,2.0,0.48858115,0.59846526,1.6643219929933546,0.5892988624799683,9.841736601990132,36.09673498382641
6387.5,8.9687,0.4795,0.4481,0.4387,0.4431,38.1577,1.5014,0.436,2.78,0.58,AkerBP,2.0,0.48462698,0.59811825,1.6555170041322707,0.589198412633086,10.264886381528612,35.137250603918815
6387.75,8.9534,0.4895,0.4546,0.4459,0.4456,37.8371,1.473,0.4425,2.78,0.58,AkerBP,2.0,0.4757205,0.59724414,1.635625814795494,0.5889146759980375,11.040449069619413,33.08806237243785
6388.0,8.9608,0.5009,0.4656,0.4534,0.4569,37.5165,1.4381,0.4511,2.78,0.58,AkerBP,2.0,0.46317083,0.59545815,1.607274190187454,0.5881971881600352,11.763729239097016,30.391750866777915
6388.25,8.9963,0.5104,0.4719,0.457,0.467,37.6408,1.4121,0.458,2.78,0.58,AkerBP,2.0,0.45252836,0.593332,1.5828612732887266,0.5872237539177336,12.092718170719262,28.21479343181956
6388.5,9.0452,0.511,0.4708,0.4528,0.4665,37.7652,1.4001,0.4613,2.78,0.58,AkerBP,2.0,0.4472289,0.5920581,1.5705689895153045,0.5866039807013099,12.175486716327738,27.16323015419682
6388.75,9.1492,0.4989,0.4613,0.4447,0.4573,37.7742,1.3966,0.4623,2.78,0.58,AkerBP,2.0,0.4456303,0.5916527,1.5668465840816497,0.5864025858515373,12.190074758817815,26.844600011148017
6389.0,9.1518,0.4923,0.454,0.4408,0.4535,37.7833,1.3944,0.4623,2.78,0.58,AkerBP,2.0,0.44476748,0.59128845,1.5647561728954313,0.5862139309251251,12.217166730882905,26.803792110128725
6389.25,9.1003,0.4884,0.4491,0.4394,0.4509,38.0071,1.3852,0.4612,2.78,0.58,AkerBP,2.0,0.44132775,0.58955514,1.5562592315673827,0.5852996542495916,12.34906378626788,26.907990947439643
6389.5,9.062,0.4864,0.4477,0.444,0.4487,38.2309,1.3545,0.4575,2.78,0.58,AkerBP,2.0,0.4286822,0.58339053,1.525037933588028,0.5819322225000586,12.590471287414392,27.198300000012804
6389.75,9.1051,0.4847,0.4473,0.4367,0.4414,38.1383,1.2936,0.4499,2.78,0.58,AkerBP,2.0,0.3982495,0.56952155,1.449843498468399,0.5736488991068623,12.078192522294287,27.50586777214099
6390.0,9.111,0.4841,0.4443,0.4392,0.4406,38.0458,1.2231,0.4404,2.78,0.58,AkerBP,2.0,0.35509637,0.5512885,1.342695875763893,0.5611525134622974,9.778094658154922,27.418826853382704
6390.25,9.111,0.4896,0.4409,0.4334,0.4359,38.2402,1.1732,0.4333,2.78,0.58,AkerBP,2.0,0.32089964,0.53755283,1.2571533292531967,0.5504808399255561,7.155926462086315,27.04381258378861
6390.5,9.0988,0.487,0.4445,0.4365,0.4375,38.4346,1.1511,0.4301,2.78,0.58,AkerBP,2.0,0.3052125,0.5313842,1.2176898705959318,0.5453355621549272,5.7848901568874815,26.79273707391937
6390.75,9.1033,0.4781,0.4425,0.4364,0.4367,39.6327,1.1449,0.4291,2.78,0.58,AkerBP,2.0,0.30079594,0.52962774,1.206530596613884,0.5438347117331589,5.3830549929150076,26.738455309522003
6391.0,9.0937,0.4749,0.4424,0.4319,0.4333,40.8307,1.1438,0.429,2.78,0.58,AkerBP,2.0,0.2999991,0.5293354,1.2045326894521713,0.5435803465606245,5.309729799980011,26.70870549198706
6391.25,9.1102,0.4748,0.4465,0.4407,0.44,40.8968,1.1438,0.4291,2.78,0.58,AkerBP,2.0,0.2999833,0.52936023,1.2045145875215528,0.5435978691999407,5.3081471867068455,26.683260125830977
