DEPTH,CAL,AT10,AT30,AT60,AT90,GR,Rv,Rh,Rvsh,Rhsh,WNAME,WIDX,Csh_pred,Rss_pred,Rv_sim,Rh_sim,Rv_err,Rh_err,Csh_q,Rss_q,Rv_sim_q,Rh_sim_q
9724.0,12.5262,1.6558,1.3569,1.2547,1.2365,87.8903,3.783,0.933,2.813,0.775,Chevron,1.0,0.92698216,5.658576,4.125551530718804,1.2875595536468334,9.0550232809623,38.00209578208288,1.0,0.8124507897526126,2.813,1.2903225806451613
9724.25,12.508,1.6689,1.3742,1.2742,1.2497,86.8035,3.7907,0.9362,2.813,0.775,Chevron,1.0,0.9263077,5.6682625,4.131012636125088,1.2884333241692991,8.977567101724949,37.62372614497961,1.0,0.8091816595757026,2.813,1.2903225806451613
9724.5,12.4898,1.682,1.3915,1.2938,1.2628,85.7167,3.8374,0.9409,2.813,0.775,Chevron,1.0,0.92664367,5.7653856,4.175334017634392,1.2903924530528537,8.806327660248915,37.14448432913739,0.5583267120687894,1.4543452062360416,2.2129184700747717,1.0241137589333655
9724.75,12.4952,1.7575,1.4028,1.3236,1.2753,86.1166,3.9422,0.9483,2.813,0.775,Chevron,1.0,0.9280539,5.9897976,4.276575284361839,1.294035469205039,8.48194623209982,36.45844871929126,0.5684955244908666,1.5030954548414746,2.247770326274341,1.0206198395236665
9725.0,12.5007,1.8329,1.4142,1.3533,1.2879,86.5166,4.1302,0.9599,2.813,0.775,Chevron,1.0,0.93022233,6.390438,4.457153579771519,1.3000148279661368,7.91616821876709,35.4323187796788,0.5845136594951257,1.5910738495716257,2.3053063753913063,1.01534697224606
9725.25,12.5644,1.8724,1.4403,1.3579,1.3008,85.0745,4.4313,0.9768,2.813,0.775,Chevron,1.0,0.93254113,7.0190816,4.741042443096638,1.3086379427692962,6.989877532476645,33.971943362950064,0.6045567537807256,1.7327786225751718,2.38583375187567,1.0082865991251366
9725.5,12.628,1.9119,1.4664,1.3626,1.3137,83.6324,4.8747,0.9989,2.813,0.775,Chevron,1.0,0.9345014,7.9120083,5.145200728595257,1.319331831090676,5.549074375761733,32.078469425435564,0.6261338387741754,1.9427645992036096,2.487648431341437,1.0003549095341655
9725.75,12.6498,1.9406,1.5253,1.4288,1.3802,84.2932,5.4781,1.025,2.813,0.775,Chevron,1.0,0.9356114,9.060391,5.666876150727272,1.331012592236475,3.446015054987521,29.85488704746099,0.6467784436081637,2.2302989009301144,2.6071774108753014,0.9929269193542365
9726.0,12.6716,1.9694,1.5841,1.495,1.4468,84.9539,6.2288,1.0523,2.813,0.775,Chevron,1.0,0.93453616,10.383676,6.275564116239548,1.3436879556432262,0.7507724800852209,27.690578318276746,0.6648223124546083,2.5900919275923826,2.738286187755214,0.9872428833489121
9726.25,12.6298,2.0967,1.648,1.5343,1.4929,84.2313,7.0629,1.0775,2.813,0.775,Chevron,1.0,0.9291182,11.728128,6.915376578390599,1.3590565963324144,2.0887089100709515,26.130542583054712,0.6792572836996176,2.991758410015217,2.8703354579898184,0.9836697735460482
9726.5,12.588,2.2239,1.7118,1.5736,1.5389,83.5087,7.8666,1.0981,2.813,0.775,Chevron,1.0,0.91948104,12.916539,7.512441870808601,1.3770930983631788,4.502048269791255,25.406893576466512,0.6897332112048826,3.380105988879404,2.988954154076092,0.9817703665831641
9726.75,12.488,2.188,1.7113,1.5714,1.5521,81.7136,8.5219,1.1127,2.813,0.775,Chevron,1.0,0.9089892,13.825337,7.994726777613163,1.3942901087866155,6.186099606740718,25.30692089391709,0.6966225397096918,3.697486675754368,3.0813333213509777,0.9809174357809359
9727.0,12.388,2.1521,1.7107,1.5691,1.5652,79.9185,8.9688,1.1219,2.813,0.775,Chevron,1.0,0.900738,14.422592,8.325152829647065,1.4072484154057352,7.176513807342509,25.434389464812845,0.7006577235880529,3.9142057462658593,3.142637434885139,0.9805503486275292
9727.25,12.4062,2.0487,1.6351,1.5113,1.5082,79.2577,9.2242,1.127,2.813,0.775,Chevron,1.0,0.89568,14.757957,8.515535760819912,1.4150878404521443,7.682663419918128,25.562363837812278,0.7027536843558918,4.038128749459799,3.177165006966599,0.9803888629614534
9727.5,12.4244,1.9452,1.5595,1.4535,1.4512,78.5969,9.3454,1.1295,2.813,0.775,Chevron,1.0,0.8931732,14.915727,8.60649848562479,1.4189498214510097,7.906579861484894,25.626367547676804,0.703685602634632,4.096930456720596,3.193447079542205,0.980307375195
9727.75,12.419,1.8229,1.5247,1.4164,1.4165,78.9539,9.3849,1.1308,2.813,0.775,Chevron,1.0,0.8922179,14.966093,8.636595884084702,1.4203822940659576,7.97349056372788,25.60862168959653,0.7039202857832785,4.116003608446206,3.1987929360121097,0.9802180236483311
9728.0,12.4135,1.7006,1.49,1.3793,1.3819,79.311,9.3677,1.1318,2.813,0.775,Chevron,1.0,0.8922223,14.941244,8.62466082251072,1.4202692852895669,7.931927554141143,25.48765553009073,0.703617106822193,4.107401705588548,3.196638522436622,0.980051284744376
9728.25,12.4226,1.713,1.4666,1.3613,1.3564,81.8778,9.287,1.1335,2.813,0.775,Chevron,1.0,0.89301234,14.830106,8.566509270727634,1.418781071708296,7.7580567381540515,25.16815806866309,0.702564224829256,4.067612895955639,3.1861667592477776,0.979657414170044
9728.5,12.4317,1.7254,1.4433,1.3432,1.3309,84.4447,9.1099,1.1367,2.813,0.775,Chevron,1.0,0.8947813,14.586151,8.43897102713585,1.4154587351939714,7.364833564190058,24.52350973818697,0.7002394149755791,3.980413419595867,3.1629445296234167,0.9788436362485917
9728.75,12.4935,1.8105,1.4827,1.3874,1.3867,83.9491,8.7933,1.1426,2.813,0.775,Chevron,1.0,0.897511,14.1449585,8.212190433442593,1.4099931532850143,6.608549310923167,23.40216639987872,0.6957526447743453,3.8245636889047487,3.1207655769915768,0.9772962145407194
9729.0,12.5553,1.8956,1.5221,1.4315,1.4425,83.4535,8.3133,1.1523,2.813,0.775,Chevron,1.0,0.9003826,13.457951,7.869098501265049,1.403029543436075,5.343263189527032,21.75905089265599,0.6879699172470485,3.5883398285234747,3.054929350855839,0.9746597891500043
9729.25,12.5389,1.988,1.5776,1.4645,1.4574,83.1997,7.6959,1.1663,2.813,0.775,Chevron,1.0,0.9014486,12.52815,7.422125027596951,1.3965932071883482,3.557413329214896,19.7456235263953,0.6757639949253792,3.28467983339515,2.9659355848543063,0.9706651428232985
9729.5,12.5225,2.0805,1.6332,1.4975,1.4723,82.9459,7.0174,1.1847,2.813,0.775,Chevron,1.0,0.89842963,11.423524,6.911465146899223,1.393111631348399,1.509602603539446,17.591933092630978,0.65832551214114,2.951292421983568,2.860250992455997,0.9652234136262984
9729.75,12.4698,2.1758,1.6741,1.5312,1.486,81.463,6.3698,1.2061,2.813,0.775,Chevron,1.0,0.8909478,10.268976,6.390684140980244,1.3929517682754533,0.3278618006883112,15.492228527937431,0.6358791057272296,2.6337172682310195,2.7477194113806136,0.9587427688920374
9730.0,12.4171,2.2712,1.715,1.5649,1.4997,79.98,5.8213,1.2281,2.813,0.775,Chevron,1.0,0.88096267,9.204966,5.913039186894894,1.3942782210457036,1.575922678695374,13.531326524363138,0.6101589621029663,2.3656455224167856,2.6386028661510745,0.9520945548870192
