DEPTH,Rv,Rh,Csh_pred,Rss_pred,fun,nfev,jac_norm,Rv_sim,Rh_sim
6302.25,1.4571,0.6997,0.3378685694980989,0.7820585926057723,9.075662580811721e-06,126,5.876614837160113,1.4571001978630784,0.6996999863308054
6302.5,1.4729,0.7063,0.3411585529638581,0.7960631852503479,9.211673336739037e-06,126,5.848794162586749,1.472900198142065,0.706300000829419
6302.75,1.4743,0.7036,0.3432756161283563,0.7917994199999,9.211856698467412e-06,126,5.618049983135572,1.4743001990861895,0.703600030714691
6303.0,1.4699,0.6899,0.34890007456814487,0.7678667689867691,9.097314064845031e-06,126,5.358066951740456,1.4699002033283275,0.6899000576047042
6303.25,1.4601,0.6624,0.35934787549879077,0.7197559016669014,8.837658806363032e-06,126,5.645350809855942,1.4601002414118223,0.6624000660196366
6303.5,1.4476,0.6302,0.37032181487999094,0.6639989392676335,8.458682413987744e-06,126,6.040624341880518,1.4476002923660292,0.6301999680507839
6303.75,1.4382,0.6072,0.3773656612495503,0.6249632212247305,7.858498702865575e-06,132,4.219584041812568,1.4382001002643607,0.6071999268630429
6304.0,1.4358,0.597,0.38113076357551195,0.6079744870045829,7.862506952503468e-06,132,6.24515207341865,1.4358002292780192,0.5970000435440656
6304.25,1.4464,0.5948,0.38698084805766686,0.6045381600058156,7.872115626886919e-06,132,5.962089122444537,1.4464002277638575,0.5948000545746311
6304.5,1.4893,0.5967,0.40557531276698283,0.6086571772019241,8.222974562148457e-06,126,3.984122140443816,1.489300221682597,0.5966998839412314
6304.75,1.5897,0.6019,0.44868452912998413,0.6209824422186142,8.28367541816777e-06,135,4.444106412906377,1.5897002185151234,0.6018999436090521
6305.0,1.7402,0.6088,0.5135486335573102,0.6424794703285464,8.71806147356968e-06,135,4.566475621376454,1.7402002175420193,0.6087999768869177
6305.25,1.8792,0.6143,0.573607069067613,0.667395188582065,9.461531282773676e-06,123,3.6425439081443267,1.879200242557644,0.6143000705769356
6305.5,1.9551,0.6171,0.6063388566861286,0.6845432181002299,9.645274982116525e-06,132,2.689005310100714,1.9551000874725308,0.6170999253539143
6305.75,1.9862,0.6184,0.6196173792337725,0.6931546554468008,1.0231509586853537e-05,135,2.922460969430901,1.9862002987050529,0.6184001135958384
6306.0,2.0091,0.6199,0.6290594323332764,0.7017704942789921,1.0154545318467799e-05,135,4.187620426310253,2.009100367406115,0.6199000036640876
6306.25,2.0346,0.6216,0.6395158206880908,0.7122254774699647,1.0551917932078395e-05,132,1.8602744389613515,2.034599998243685,0.6216001564013811
6306.5,2.0545,0.623,0.6475990781862738,0.7212665504525151,1.0505775563620131e-05,132,3.7760376050056723,2.0545004346107136,0.6230000186615141
6306.75,2.0635,0.6235,0.6513240898641701,0.7250840947757559,1.0450573970475147e-05,138,3.132189966891455,2.063500326493344,0.6235000613482147
6307.0,2.0611,0.6233,0.6503713719734158,0.7238185638047143,1.0683989044352483e-05,138,1.6588821169529306,2.0611001054893108,0.6233001550125877
6307.25,2.0323,0.6209,0.6388953686185568,0.7094096956993388,1.0359462330235221e-05,138,2.3852789875618594,2.032300251423519,0.6209001115610356
6307.5,1.9367,0.6126,0.6004962065401743,0.6691319315106,9.959195221475344e-06,129,2.458854583845927,1.9367001991452695,0.6126001476675128
6307.75,1.7611,0.5956,0.5295513602855778,0.6141953074898012,8.724353503932384e-06,135,3.6264388513109274,1.7611001285214645,0.5956000858392303
6308.0,1.5774,0.5752,0.45553059612470126,0.5712445722370517,8.088670778786804e-06,135,4.523630520562443,1.577400248939577,0.5751999298221477
6308.25,1.4589,0.5602,0.4082930113891439,0.547307581481997,7.612119502129704e-06,132,6.0865037803092354,1.4589002925444232,0.5601999912473478
6308.5,1.4089,0.5534,0.3885213595009982,0.5377305197869896,7.147416179838158e-06,135,4.384165237924949,1.4089001066069449,0.553399939772855
6308.75,1.3953,0.5515,0.3831618591608902,0.5351651681526073,7.305231541642377e-06,132,6.6860818597639,1.3953002558323784,0.5515000260544614
6309.0,1.3932,0.5513,0.38229430031336603,0.5349183177347131,7.26374749676543e-06,132,5.937153708529944,1.3932002486026756,0.5512999781357829
6309.25,1.3957,0.552,0.38312962358923486,0.5359308986423035,7.271120281614224e-06,132,5.876878261510905,1.3957002487537102,0.5519999779570494
6309.5,1.4118,0.5563,0.38859105043864695,0.542218326764725,7.37092189659879e-06,132,6.381541655306853,1.4118002578195736,0.5563000261436932
6309.75,1.4711,0.572,0.40864760997028715,0.5665993158793602,7.665407112337542e-06,132,4.723375677345466,1.471100215351858,0.5719999396399086
6310.0,1.6148,0.6085,0.45685070285364654,0.6347338369362735,8.393298148356602e-06,135,4.363307402958289,1.6148001913400822,0.6084999440791241
6310.25,1.8462,0.6626,0.5307897508003274,0.789847987363252,1.014811745879815e-05,126,3.983926033523907,1.8462002782054814,0.6626000362259643
6310.5,2.0782,0.712,0.5915076303740524,1.0619750035042925,1.2688919587090526e-05,123,3.382025803939256,2.078199898104858,0.7120000864303289
6310.75,2.2093,0.7379,0.6139979953646624,1.3015097615715427,1.5228387032100017e-05,117,1.778403008404308,2.2092998041328373,0.737899871361781
6311.0,2.2492,0.7456,0.6185552129383494,1.3884482271132719,1.5953827339546957e-05,111,2.081573175635847,2.2491998303059595,0.7455998890619288
6311.25,2.249,0.7458,0.6182867296161615,1.3889036303805324,1.5874136712298e-05,111,3.971765843057808,2.249000055333468,0.7457998934073323
6311.5,2.2079,0.7395,0.6119406464098884,1.3057408496894414,1.5104064776410952e-05,111,3.8443182267911076,2.2078999471061773,0.7395001051793955
6311.75,2.0733,0.7178,0.584661288542906,1.0784963888792787,1.3004297311475933e-05,123,3.6893806844685066,2.073299682617527,0.7177999878132995
6312.0,1.8363,0.6757,0.518161762300113,0.821458642401542,1.0332002385053383e-05,126,4.116733570596374,1.8362998837924147,0.6757000755495551
6312.25,1.6013,0.6284,0.4406789212901093,0.6726233882854136,8.8436958345052e-06,123,4.667396622820093,1.601299840287803,0.6284000846282822
6312.5,1.4562,0.596,0.3908690149657745,0.6067402997286738,7.81086067095225e-06,141,7.560658387603158,1.4562001780385412,0.5960000150599695
6312.75,1.3969,0.582,0.3704072678571056,0.583182988083892,7.547465611901042e-06,132,5.248655258033864,1.3968999754497482,0.5819999208012467
6313.0,1.3837,0.5795,0.3655454302875354,0.5792123827941777,7.712189462531005e-06,132,7.793944013671865,1.3837002392971598,0.5795000444885017
6313.25,1.3914,0.5837,0.3671302315242511,0.5858680432332517,7.671773163245354e-06,132,6.707293421741297,1.3914002165157862,0.5836999641173324
6313.5,1.4138,0.5945,0.3723099711580427,0.6034481811575833,7.692897074526882e-06,132,5.304337535324161,1.413800126054789,0.5944999406097574
6313.75,1.4439,0.6088,0.37918134623055794,0.6278414228994804,8.139696310022258e-06,117,5.395314063347589,1.4438998094660973,0.6088000721169853
6314.0,1.466,0.6198,0.3838285921431225,0.6474767579068269,8.003382328503397e-06,141,7.049699122771387,1.4660001516319365,0.619800006459993
6314.25,1.4638,0.621,0.38223855570016874,0.6494043439565583,7.995334239911063e-06,141,6.847648238011759,1.463800150303657,0.6210000007234304
6314.5,1.4198,0.6072,0.36901502808740394,0.6243226929135796,7.777816372751808e-06,132,4.2679773156784835,1.4198000149354542,0.6071999273944789
6314.75,1.3295,0.5774,0.34186098912497864,0.5760586526332213,7.4355536270846356e-06,132,7.766192568169432,1.3295002216174665,0.5774000055181531
6315.0,1.2289,0.5428,0.31138703213689356,0.527501119606916,6.974740479246209e-06,120,7.032026582514855,1.228900060864194,0.5428001000436723
6315.25,1.1617,0.5187,0.29111374298789056,0.4971233288158462,6.4151145332263694e-06,129,6.105524984395064,1.1617001013440011,0.5186999387456696
6315.5,1.1397,0.5087,0.2853021089555412,0.48490413804926136,6.49790468322291e-06,123,9.728012406116553,1.1396998277189427,0.5086999370321559
6315.75,1.1593,0.5079,0.29447440352111376,0.4828473319248695,6.442025033212281e-06,129,6.881647993818555,1.1592999936532284,0.5078999100490181
6316.0,1.2216,0.5121,0.3208822716336562,0.4852580532179294,6.319631739507474e-06,117,8.454538259161025,1.2216000619143987,0.5121000521324672
6316.25,1.3145,0.5182,0.360363788788806,0.48885417485290616,6.8892337978705344e-06,132,8.237309393898018,1.314500165070568,0.5182000726937253
6316.5,1.3976,0.5231,0.3959372836181485,0.49149561960111504,6.962730605053937e-06,141,5.427165908453374,1.3975998275244834,0.5231000473429729
6316.75,1.4423,0.526,0.41497941676031597,0.493413733082866,7.307524516212744e-06,132,5.793482608879439,1.4422999685002864,0.5259998969662568
6317.0,1.4655,0.5295,0.42407149586324705,0.4975983128783908,7.203093336125416e-06,135,7.5623173814360065,1.4654998104968502,0.5294999613385349
6317.25,1.5053,0.5396,0.4380090247913587,0.5118143556835947,7.260242466794918e-06,147,5.770395911272402,1.5053001377963828,0.539599965125279
6317.5,1.5918,0.5622,0.4677876288673461,0.5474331279144786,8.13425540800157e-06,135,6.514177463841467,1.591800291295152,0.5621999691105913
6317.75,1.7181,0.5942,0.5106944894405838,0.6097816217743143,8.666459616014235e-06,132,5.35592428879013,1.7181001884168525,0.5941999471644518
6318.0,1.8313,0.6217,0.5480082246558264,0.6810682911804579,9.24585785269797e-06,138,5.195318550976162,1.831300130604475,0.6216999594952162
6318.25,1.8901,0.6356,0.5666061420350158,0.7266719865764879,1.017325545924583e-05,129,4.204688020069918,1.890100250594807,0.6356000848945225
6318.5,1.9074,0.6396,0.5719607794524043,0.741401876920211,1.0150168899607055e-05,132,2.630909329578166,1.9074000483871354,0.6396000998056655
6318.75,1.9086,0.6396,0.5724953884549993,0.741659952956608,1.02452851385393e-05,129,3.4160770597135457,1.908600229992096,0.6396000935305506
6319.0,1.8982,0.6354,0.5703435400008333,0.7276632005106298,1.0068650458905777e-05,132,3.3598061894881917,1.8982002360053776,0.6354000917667003
6319.25,1.8617,0.6212,0.561985783661746,0.6834934149210917,9.741490817970905e-06,132,4.019182362258678,1.861700311088673,0.6212000833174969
6319.5,1.7889,0.5932,0.5433331152190192,0.6097094284631449,8.711249998815798e-06,138,3.838663652890933,1.7889001656267298,0.5931999414713957
6319.75,1.7033,0.5606,0.5191019394866399,0.5410644634002755,8.22591341180917e-06,135,4.103576043461946,1.703300242834753,0.5605999333953171
6320.0,1.6421,0.5376,0.5007291457722951,0.5008771124991176,8.014046525806426e-06,135,4.731946329753396,1.6421003690675209,0.5375999494668505
6320.25,1.6147,0.5274,0.49229487011708767,0.4847706537788353,7.639808470143036e-06,141,4.542728058780476,1.6147002866657116,0.5273999543756878
6320.5,1.607,0.5246,0.48988411050385494,0.4805221254032852,7.450043010421128e-06,120,5.524729091419192,1.6069997986233915,0.5245999444544547
6320.75,1.6056,0.5241,0.4894420495898369,0.47977223705128513,7.81582110494782e-06,126,4.681257237609266,1.6056004278723495,0.5240999628604962
6321.0,1.6052,0.5242,0.48922377931470673,0.4799717616834634,7.505434945036608e-06,132,4.0962976256440315,1.6052002689632263,0.5241999511086398
6321.25,1.6036,0.5249,0.48823701309752043,0.4812801482018331,7.489807735066172e-06,132,4.184499811805394,1.603600262591745,0.5248999548996476
6321.5,1.5978,0.5273,0.4847047591226361,0.4857809988496391,7.818456647615036e-06,126,4.577252058729001,1.5977998671767994,0.5272998610112098
6321.75,1.5858,0.5325,0.4772706912032352,0.49545264409554896,7.4458924787000805e-06,132,3.5342308110986824,1.5858001397345896,0.5324999263568463
6322.0,1.5707,0.5394,0.46770356917035033,0.5081460542158567,7.535036564357959e-06,132,4.3050794890834885,1.570700253292844,0.5393999541800177
6322.25,1.5591,0.5449,0.4602172367399434,0.5181641129303584,7.893210315834808e-06,126,3.9393198779176593,1.5590999748367875,0.544899850588569
6322.5,1.5537,0.5475,0.4566990150971383,0.5228713370389201,7.504854971722483e-06,129,5.517071258638523,1.5536997743607657,0.5474999661168072
6322.75,1.5521,0.5482,0.4556838767287727,0.5241416669484025,8.036953271102738e-06,123,4.119996226898949,1.552099937504261,0.548199834204681
6323.0,1.5516,0.5484,0.45537412660514076,0.5245063796673295,7.537697345391872e-06,129,5.293013085658666,1.5515998170897862,0.5483999369475845
6323.25,1.55,0.5485,0.4546070927889627,0.5247447751377146,7.530990480156707e-06,129,5.413353205846131,1.5499997964094765,0.5484999457162382
6323.5,1.5448,0.5488,0.45212468912579606,0.5254731232450807,8.004305686686081e-06,126,4.294209035061742,1.5448003865236504,0.5487999079971795
6323.75,1.5337,0.5494,0.4468405499039242,0.5269424808082311,7.48465277116319e-06,132,4.304442483035615,1.5336999416490522,0.5493999137086718
6324.0,1.5197,0.5501,0.4401978396469726,0.5286689344818396,7.520577746949584e-06,132,3.8824910796274597,1.5197000058530508,0.5500999010829281
6324.25,1.509,0.5507,0.43509227443034587,0.5300755945498894,7.608341661226931e-06,132,5.394503330398953,1.5090003214135215,0.5506999959865838
6324.5,1.504,0.551,0.4326976965426927,0.530758850270036,7.662655759285559e-06,132,5.647889974445498,1.504000314727229,0.5510000578554862
6324.75,1.5025,0.5511,0.43197503866084114,0.5309796213462777,7.674789512851287e-06,132,5.648027563702564,1.502500286364239,0.5511000760508328
6325.0,1.5023,0.5511,0.43188435125513425,0.5309866338562754,7.595493480527352e-06,132,5.331600697749952,1.5023003124573835,0.5510999834743874
6325.25,1.5021,0.551,0.43183572403083986,0.5308271201075682,7.602544573995915e-06,132,5.495865055951394,1.5021003191664457,0.5509999958366194
6325.5,1.5013,0.5505,0.43168317682696766,0.5300231802135207,7.621318576842733e-06,132,5.768110804546708,1.501300321565986,0.5505000275474955
6325.75,1.4984,0.5487,0.431122917542251,0.5271412552531939,7.656260488740611e-06,132,5.775490730748765,1.49840029009901,0.5487000749891339
6326.0,1.4922,0.545,0.4298533088833681,0.5212836469271441,7.582818849748708e-06,132,5.568759284992402,1.4922003451244852,0.544999997087277
6326.25,1.4845,0.5402,0.4283427067814412,0.5137824311387201,7.539288886713598e-06,132,3.872739202922347,1.4845001987404176,0.5401998942628446
6326.5,1.4785,0.5366,0.42709410625283706,0.5082482542074868,7.145732634393978e-06,138,4.009504673591065,1.4785000357050624,0.5365999255096633
6326.75,1.4758,0.5349,0.42656077781406465,0.5056521873998632,7.213375461697589e-06,141,5.116372315202733,1.475799759362294,0.5349000233793798
6327.0,1.4759,0.5343,0.42684855365825125,0.5046851484509437,7.580285671948749e-06,135,4.258751513867347,1.475900001951797,0.5343001486604604
6327.25,1.4815,0.534,0.42950380100258406,0.5039115905432262,7.176620393167217e-06,138,4.863597680963101,1.4815002138228364,0.5339999669819094
6327.5,1.5019,0.5331,0.4390946493104146,0.501363075447162,7.558515243103412e-06,132,5.968728736037714,1.5019003567394518,0.5331000399875253
6327.75,1.5469,0.5313,0.4601579275374156,0.4958136284622197,7.432707154157581e-06,132,3.74508585513798,1.546900095298254,0.5312999060650709
6328.0,1.6088,0.529,0.4890189332234784,0.4879391544181881,7.639425660156353e-06,141,5.595580145470467,1.6088003040079093,0.5290000433848102
6328.25,1.6606,0.5273,0.5130436638256636,0.48123188446600496,7.7685641699497e-06,141,5.532228835012892,1.660600300745182,0.5273000495660749
6328.5,1.6861,0.5264,0.5248795665765115,0.4776368315046396,7.816715547025033e-06,141,3.6227357599404293,1.686100213486208,0.5263999203583611
6328.75,1.6921,0.526,0.5277326179161308,0.4764327490088623,8.044960528162236e-06,135,3.8231663508277887,1.69210032492028,0.5259999122518111
6329.0,1.6851,0.5252,0.5248732787002532,0.47556283670089505,8.032509524790524e-06,135,3.8694353584000574,1.6851003261604072,0.5251999116675486
6329.25,1.657,0.5225,0.513208708405686,0.4730571261306436,7.77663851999387e-06,141,5.860378563692357,1.6570002987948373,0.5225000581975778
6329.5,1.6002,0.5168,0.48973483621395136,0.46786956588152123,7.693799185819455e-06,144,5.572457138646228,1.6002003853398268,0.5167999930021352
6329.75,1.5326,0.5097,0.4619428396828631,0.46165921243980423,7.326322003607659e-06,132,4.227533136340469,1.5326001391979662,0.5096999043154925
6330.0,1.4839,0.5043,0.4420479572409291,0.4570398449266014,7.353535823988031e-06,132,6.626602556610893,1.483899636228869,0.5042999546665022
6330.25,1.4619,0.5018,0.4330898097493206,0.4549403937925359,7.14042647705588e-06,132,5.156261659820749,1.4619000163007567,0.5017998870439783
6330.5,1.4558,0.5011,0.4306091576435172,0.4543566015702235,7.119307708003163e-06,132,5.697749836297849,1.4557999463472764,0.5010998885886827
6330.75,1.4553,0.5009,0.43045844593492505,0.4540942695262751,6.953550727792924e-06,138,5.955306780318953,1.4553000356571313,0.5009000881106289
6331.0,1.4585,0.5004,0.4320792939139482,0.45309063256845816,6.940763635278266e-06,138,5.720051120811516,1.4584999890500305,0.5003999158152292
6331.25,1.4703,0.4986,0.4380333697233527,0.4494344927980252,6.887269700195871e-06,138,6.145412663204873,1.4702999552787208,0.49859992635687633
6331.5,1.4959,0.495,0.45080584379091576,0.4418472038269354,6.842656819707825e-06,132,7.479663654692394,1.4959001480178227,0.4950000419257672
6331.75,1.53,0.4904,0.4676785043539576,0.4317952864853262,7.287543388321103e-06,132,4.763630278168102,1.5300001548187823,0.49039989977207676
6332.0,1.5578,0.4869,0.4812870221819888,0.42378343277009656,6.972503640284015e-06,144,6.797603745088334,1.5577998880280446,0.48689994186156865
6332.25,1.5712,0.4853,0.48779829771585514,0.4199923760243023,7.353021971648549e-06,132,5.161363911776687,1.5712000775960875,0.4852998906811728
6332.5,1.5752,0.4849,0.4897137595710594,0.4189723548160883,7.355881934586288e-06,132,5.100811989734429,1.575200079390307,0.4848998902590784
6332.75,1.5762,0.4851,0.4900927423988449,0.41917870587928957,7.35881040330702e-06,132,5.04241114247008,1.5762000882284986,0.4850998911468585
6333.0,1.5777,0.4862,0.4903946307248234,0.42072361977552525,7.360562837240717e-06,132,5.007333654517184,1.5777000890335044,0.4861998924360297
6333.25,1.5806,0.4887,0.4908501858097918,0.4243084268995329,7.360905107843689e-06,132,5.007182266591588,1.5806000732664578,0.4886998935811074
6333.5,1.5844,0.4918,0.4914988247843888,0.4287763978137414,7.357046323873742e-06,132,5.140134270813686,1.5844000350936045,0.49179989535247254
6333.75,1.5874,0.4943,0.49198728059300423,0.43242143214264006,7.361653979251726e-06,132,4.259559385844671,1.587400227721202,0.494299923419446
6334.0,1.5888,0.4955,0.49220185408135586,0.43418622603456786,7.336878425548407e-06,132,4.397542930102935,1.5888001149099362,0.4954999053651424
6334.25,1.5892,0.4958,0.49227768895426144,0.4346237899463861,7.350760561940144e-06,132,4.205539895005538,1.5892001703598835,0.495799912622312
6334.5,1.5891,0.4959,0.4921986197287205,0.43479212497083997,7.360425480798298e-06,132,4.186377609022682,1.589100204037118,0.49589991886481527
6334.75,1.5877,0.4958,0.49160688703802874,0.43476755622231933,7.321779773375152e-06,132,5.199399449667148,1.5876999772884535,0.4957998994656093
6335.0,1.5792,0.4954,0.4879438424559804,0.4349453635627378,7.328610698741805e-06,135,5.105798095511019,1.5792003336351474,0.49539997648240586
6335.25,1.5504,0.4939,0.47558374069740633,0.43529787016423327,6.975569811271048e-06,138,4.259407342090644,1.550400079892703,0.4938999317526048
6335.5,1.4927,0.4909,0.4508281607793819,0.435924928959987,7.171396726243461e-06,132,5.14239034925331,1.492699981965755,0.4908998742615619
6335.75,1.4247,0.487,0.4218005060555596,0.43599994233955663,6.915062193598396e-06,132,5.978494023817484,1.4247003528549924,0.48700000826181056
6336.0,1.3759,0.484,0.40105545013786403,0.4357097890020034,6.453784497266198e-06,132,4.263925650137195,1.375900154827593,0.4839999451746478
6336.25,1.354,0.4826,0.39176936039277804,0.43549409798992167,6.6508393451513206e-06,132,5.748949924857488,1.3539996756575032,0.4826000063056764
6336.5,1.3478,0.4822,0.3891425135481332,0.4354271412118708,6.508406243349317e-06,123,6.2586143940288235,1.3478001166774156,0.482200088975293
6336.75,1.3467,0.4823,0.38861410801538343,0.43565441628517654,6.637502743430981e-06,129,6.608676449201242,1.346700184180316,0.48230009515160144
6337.0,1.346,0.4827,0.3881547604481129,0.4362695944250248,6.642013841796798e-06,129,5.011250478658229,1.3459997085559379,0.48270004682707357
6337.25,1.3442,0.4842,0.38373138619540703,0.4552260598325565,0.08326666769988125,42,5.243886673739057,1.3473147864839679,0.4961868647019495
6337.5,1.3405,0.4874,0.38396322468242633,0.44328852159866733,6.541241906289866e-06,123,4.614398992824585,1.3404997959980829,0.4874000589697989
6337.75,1.3357,0.4917,0.3802081584486312,0.4497017090127834,6.557355585949103e-06,129,6.831758744605644,1.3357001308650256,0.49170007904832963
6338.0,1.3319,0.495,0.37725862508219227,0.45463652455820674,6.767359137200578e-06,135,5.8126363155209955,1.3318999521197257,0.49499988393626504
6338.25,1.3302,0.4966,0.375887771467382,0.45702063084147554,6.433219709051131e-06,138,7.3488979275014685,1.3302001690791783,0.496600030899535
6338.5,1.3297,0.4971,0.375472799183037,0.4577636644480696,6.746158693296432e-06,132,7.3764988893712955,1.3297002417223112,0.49710006609270974
6338.75,1.3296,0.4972,0.37538976033548943,0.4579121812260531,6.3928298291263304e-06,138,6.589450629206133,1.3296001709935643,0.4971999965893703
6339.0,1.3291,0.4972,0.3751650705499937,0.4579469349313327,6.515977042208619e-06,138,7.194010335164711,1.3291001369086484,0.4972000627335545
6339.25,1.3268,0.4972,0.3741316868230575,0.4581060544827433,6.37324736059536e-06,135,7.367633145216773,1.3268001529433586,0.4972000244015401
6339.5,1.3189,0.4974,0.3705052599083823,0.4589317032874719,6.727002669574559e-06,120,7.133882751780093,1.3188997158260534,0.4973999654875404
6339.75,1.3024,0.4978,0.3629359802579515,0.46061003921765314,6.595429613661853e-06,123,4.648985492911448,1.3024001082346457,0.4977999086282376
6340.0,1.2817,0.4983,0.35343580380826367,0.4626738202832965,6.5099602198196155e-06,132,6.8624809485215925,1.2816998612974024,0.4982999214881399
6340.25,1.2661,0.4987,0.3462641308111585,0.4642328441290606,6.5617855227521045e-06,129,6.100639232995013,1.26609994551774,0.4986998973526038
6340.5,1.2589,0.4989,0.3429471399169389,0.46496546808011735,6.392177341688104e-06,135,6.448807112853518,1.2588999396109906,0.4988999213821605
6340.75,1.2568,0.4989,0.3420024412745434,0.4650980622957832,6.388290265203868e-06,132,8.099787705999566,1.2568001763017962,0.49890003942095884
6341.0,1.2565,0.4989,0.3418673197536382,0.4651169053704473,6.457589341568162e-06,141,7.815685932132371,1.25649978447446,0.4988999827724944
