DEPTH:1,Rv,Rh,Csh_pred,Rss_pred,fun,nfev,jac_norm,Rv_sim,Rh_sim
9875.5,5.491628174955749,1.5778013619321762,0.43286721923149096,7.536103742494193,7.629646656272349e-05,129,2.223115852865794,5.491626959338884,1.577800263346845
9875.75,2.92353060886312,1.338568247861654,0.43284609591119666,3.0078838218005015,3.096088688719815e-05,120,0.2420917858957412,2.9235291203779012,1.3385682426923822
9876.0,5.016514315654704,1.832457866803069,0.33972827675501105,6.150288862454307,6.236954945656652e-05,123,0.263584268498707,5.016517468179014,1.8324573938474509
9876.25,6.7211986647059065,0.4918272452816862,0.8670673379493048,0.2927,0.7768259084415077,45,0.276784662088045,2.477969811833633,0.6357454216600263
9876.5,5.363553979207403,2.364338169267576,0.2304538591330769,6.1273636788191075,6.199290922482702e-05,135,2.164856480858457,5.363555778464741,2.3643370708183147
9876.75,2.7598032434657487,0.6185947474429588,0.8896027106978789,0.2927,0.11802765757233871,60,0.5014211605544265,2.5347657117718643,0.6557191287795692
9877.0,5.882652262526309,1.595256139613419,0.43229144509792944,8.220091112748937,8.302147676918036e-05,135,2.3464966517673442,5.882651881842529,1.5952552041317916
9877.25,3.5028456930110083,1.1435417858954764,0.6122881510902515,4.592279107409621,4.6971392967127386e-05,123,0.6458879176734502,3.502847592460271,1.143541806181938
9877.5,7.821387646958186,1.2572493499287347,0.5958235100463,15.204576575518194,0.0001527325264583487,141,1.458732478777818,7.821383925285435,1.2572494829977043
9877.75,3.2438543032586318,2.304306559723861,0.13344456768318153,3.3102028362277176,3.396763456079189e-05,117,2.4938929728532466,3.2438538186964587,2.3043082297872712
9878.0,7.43779695985197,0.8801486370236858,0.8782197205512038,40.789548695616915,0.0004086433249489809,144,4.037548973299221,7.437794712653046,0.8801481867309678
9878.25,4.021227978492564,0.6983972258209343,1.0,0.2927,0.35046221461216187,36,0.1455137614468222,2.813,0.775
9878.5,7.213457493747099,0.4614045411341631,0.8304930543999622,0.2927,0.7932201004931159,48,0.3172517250575977,2.385791645004225,0.6057966658665377
9878.75,8.577352794948968,1.4812364727135987,0.4957795529610122,14.245203850570554,0.00014308765553254236,147,1.1097609335386214,8.577350936175522,1.4812371180399715
9879.0,2.064056901267369,0.9650264098652241,0.5077105396827873,1.2916547395757505,1.4381817818858454e-05,114,0.9925692747630996,2.064057762789597,0.9650262732132718
9879.25,3.913721932060075,1.7791703653964004,0.31563825890100633,4.421392007542965,4.50036153058385e-05,123,2.239653616426116,3.91372195465181,1.779171385849566
9879.5,4.6773723547143815,1.9152706105215804,0.307064579019507,5.503538875793678,5.592952966444451e-05,132,1.9528953386241161,4.677369688562475,1.915269967263356
9879.75,2.9327414494222817,2.0763688066507773,0.15032432381045946,2.953924922161683,3.0195941900270254e-05,120,1.7600521860014098,2.9327404785296864,2.0763696282908093
9880.0,4.786234678138103,0.9478531518461839,0.806065091232655,12.987736436524333,0.00013077293802408525,123,0.8239689188176306,4.786236582549128,0.947852793413971
9880.25,3.123509341655696,0.6990236914921657,0.9770971804185502,0.2927,0.1567447058924297,45,0.09664068741803827,2.7552780238088723,0.7468163455059188
9880.5,1.8735975634659945,0.7037659023568258,0.5702104103867394,0.6272721641181402,9.207002136673203e-06,132,1.2907030254727632,1.8735969304100553,0.7037655291092373
9880.75,2.5638175418877087,1.7046835965151332,0.2093031935294292,2.4978553020149508,2.5828692184522946e-05,114,1.0354279079777462,2.5638160937270893,1.7046841888056545
9881.0,7.681034712282037,0.8842505187749078,0.8740963954896332,41.47781725228806,0.0004158022051731469,138,3.862864387237517,7.681039859797682,0.8842501041382502
9881.25,2.534180314722725,1.697493240300968,0.2068222181148113,2.4614785824650753,2.5347236017720138e-05,114,1.4952373865574056,2.5341810217545113,1.6974940331307855
9881.5,3.541204697578503,0.7722909165576521,1.0,0.2927,0.25472525193715345,36,0.8467345504436616,2.813,0.775
9881.75,5.613688657648686,1.187911693025355,0.6240099899869902,10.261839226161776,0.00010341413925806153,132,1.4987044031171652,5.613689135229866,1.1879111334734866
9882.0,6.306288590612445,0.2992058702771002,0.7002568608895402,0.2927,1.0309236210985926,63,0.6693817947904317,2.0575573664999083,0.5187744755499064
9882.25,6.064660635542776,0.6786344303836241,1.0,0.2927,0.7250521927697723,36,0.10387356482106269,2.813,0.775
9882.5,4.216135237804992,2.655517852703851,0.1424762715175111,4.449261864074373,4.5211621082070605e-05,120,1.4699667162903043,4.216133374454763,2.6555185787070963
9882.75,4.965149091313434,2.3016722290897675,0.23037965307749925,5.609376368038136,5.673787134028528e-05,129,2.7137268970358064,4.965148150495393,2.3016731767115752
9883.0,6.169254177858145,1.3501948627139477,0.5385322440862649,10.086001605781803,0.00010152211476897767,129,2.5798506610164393,6.169255729777121,1.3501952833127133
9883.25,5.16013882863788,1.317133819656565,0.5440034588373158,7.96027312421397,8.034488098731245e-05,132,1.955047182539482,5.160138741061213,1.3171343736218972
9883.5,5.353804851630233,2.739431790960105,0.1742544557824603,5.889980246072856,5.9884806090707304e-05,132,3.89080235854854,5.3538027278400495,2.7394301768827263
9883.75,11.28127413020533,2.0924742163037084,0.33744757599821323,15.594278991491253,0.00015680031168981604,147,1.3413566739137388,11.281267377655643,2.092474317859539
9884.0,5.970782561603181,1.8919668376938203,0.342760162061817,7.617608019463129,7.723252478895521e-05,138,1.5258083338220916,5.970779796068441,1.8919678495428616
9884.25,5.9507666591874075,1.3182266433001701,0.5526284206200958,9.826775147247078,9.920083936440945e-05,138,0.5710795656161416,5.950763665039446,1.3182269666125486
9884.5,2.822003609224761,0.969906348184214,0.7238313154255607,2.8456000218691138,2.9912505218621673e-05,120,1.1223197773810616,2.822003105156691,0.9699066893624338
9884.75,1.7528864397300647,1.5515101157330395,0.06850327413194703,1.6749253734796719,1.751064824359939e-05,120,1.6034358323886142,1.7528872116028071,1.5515096206910826
9885.0,1.6874871743889706,1.0492468197407134,0.29038441800168496,1.2269114179057763,1.3417813512355069e-05,114,0.8504621895918116,1.687486827716325,1.0492462306637331
9885.25,1.8130036183506255,1.0186657338083909,0.3635857820916173,1.2417016678491373,1.3721055735916145e-05,111,0.7626311927309413,1.8130034008434626,1.0186651437386312
9885.5,1.47739881474244,2.0787556251091637,0.0,1.7524681223844505,0.3405086281891489,21,2.024372536268987,1.7524681223844505,1.7524681223844507
